"","X_SynCom_A_T42_repeat_L1","X_SynCom_B_T42_repeat_L1","X_SynCom_C_T42_repeat_L1","X_SynCom_A_T53_repeat_L1","X_SynCom_B_T53_repeat_L1","X_SynCom_C_T53_repeat_L1","X_SynCom_A_T71_repeat_L1","X_SynCom_B_T71_repeat_L1","X_SynCom_C_T71_repeat_L1","X_R12_A_T77_repeat_L1","X_R12_B_T77_repeat_L1","X_R12_C_T77_repeat_L1","X_R12_A_T95_repeat_L1","X_R12_B_T95_repeat_L1","X_R12_C_T95_repeat_L1","X_SynCom_A_T95_repeat_L1","X_SynCom_B_T95_repeat_L1","X_SynCom_C_T95_repeat_L1","X_R12_A_T119_repeat_L1","X_R12_B_T119_repeat_L1","X_R12_C_T119_repeat_L1","X_R12_A_T216_repeat_L1","X_R12_B_T216_repeat_L1","X_R12_C_T216_repeat_L1"
"FW510-R12_contig_1_1007",12.8215981181477,12.8079639431854,12.9457279626239,12.898854143356,12.9062668141716,13.2953546058137,13.1589446509677,12.928589827413,13.0284742866308,13.8296938450746,13.8620204513346,13.849785434238,13.4563661462264,13.3626063591081,13.4165587758145,13.3027494887898,13.5416425613217,13.6279142183182,13.2522509858689,13.0349306602964,13.0803451285328,11.9247901512965,11.8869058086592,11.9622785170827
"FW510-R12_contig_1_1008",11.6649275023122,11.7311893778696,11.7770905598215,11.4671040483212,11.5000117601577,10.3965345405983,11.6654458339753,11.4268110677895,11.2608047160492,12.986905156369,12.9491172313391,12.8952753405497,12.1470843854576,12.2380666127135,12.0639939487227,11.7624075305786,11.8706280207587,11.8887933870485,11.7558345468942,11.6526590393705,11.4114255349973,10.0367169818321,9.82505962672587,9.9671068841279
"FW510-R12_contig_1_1009",9.36466199690392,9.35631355631143,9.42593976883758,9.34179988008608,9.74931483662745,9.08841700908792,9.59067739977445,9.48871924185954,9.54638300100238,10.0166646338439,9.92970786908815,9.88397932439213,9.64807687872726,9.6540041491719,9.62643550541734,9.66428285327094,9.74657869025471,9.74112698409834,9.56139180988926,9.57474410783819,9.56202539840798,10.1417057562192,9.99699437831201,10.1828722148425
"FW510-R12_contig_1_101",4.48153500144858,3.82715283534725,4.15322427656259,4.31266212522868,2.1197029013369,2.1197029013369,4.17294085785943,4.72005857581243,4.22870615991103,3.73015399581553,4.02581973921557,4.20529990645434,4.27446207101718,4.64528729191408,4.39267554612552,3.37601527393204,2.1197029013369,4.03811318911644,4.4244231746032,4.27647989356422,4.34072831889283,5.47697998008103,5.39730723409273,5.81157130430891
"FW510-R12_contig_1_1010",11.753720081823,11.7195453794495,11.6954524059203,12.0487565280334,12.0302914394744,12.1972428372085,11.9586228157279,11.946825862629,12.2559680608635,12.5250557090003,12.5085698485602,12.6041894588317,12.3751991202696,12.2741186764873,12.1178798423,11.9022310792825,12.2202349887367,12.3102215872841,12.2817463257027,12.1438263714509,12.1797965572776,11.9347714481072,12.0993994129743,12.0138531515435
"FW510-R12_contig_1_1011",8.8541429349427,8.32478017689797,8.49558659119357,8.65662463532449,8.45830493131353,9.66573138012732,8.49685439037259,8.35208377899124,8.65687625237223,8.98527345840986,8.88723019081045,8.83521220875877,8.54747288759614,8.58215452064732,8.36530739490132,8.42161100938969,8.50975764995266,8.49236900766016,8.40809014003129,8.44906038525686,8.60277425510501,8.60072337588495,8.52536414323042,8.53629104212501
"FW510-R12_contig_1_1012",8.76081436936356,8.81525666249753,8.81062424001406,8.34594275823178,8.48157416093152,9.08841700908792,8.2796695581524,8.19386595744032,8.19460747147136,8.65432873277828,8.79501876550171,8.62339083230316,8.51724097269126,8.41626524127864,8.38919694255914,8.45446038576437,8.2993737674955,8.08873284989336,8.01636706504167,8.35105579781313,8.28239173335185,7.72714607828389,7.67457559653408,7.82592879839561
"FW510-R12_contig_1_1013",9.85574944216619,9.58742127635879,9.33048338447496,10.1541783491585,9.6705198371111,9.66573138012732,10.4865428470999,10.4899683179244,10.4966264263084,11.1974895391891,10.9966251230433,11.1067057292529,11.4177603479424,11.5061789520717,11.3032684449148,10.5866814760684,10.5119699304716,10.3323086473913,11.301585386339,11.3969583032982,11.4794000445344,12.5222914106691,12.3649533215296,12.5697174845431
"FW510-R12_contig_1_1014",7.45992499822217,7.15911370382997,6.59349971133213,7.24256478676986,7.58175143070044,2.1197029013369,7.05006558191112,7.41936103496513,7.23058875830596,6.2002835556805,6.47883495363709,6.70014102772908,6.79653148732436,6.6762330736205,6.90373923145403,7.38691747766716,7.07257820036912,7.08659868118831,6.93354907728934,7.21078009899052,7.03245278298169,7.74428078578496,7.61908828689187,7.80279428502234
"FW510-R12_contig_1_1015",9.96671142004739,10.0322606619015,9.82121171300471,9.78252112098317,9.94613192857088,10.6580221642943,10.0384504861585,10.0274086868089,9.84080481394649,9.60670537744631,9.3455065642596,9.46707114665247,9.81220882385733,9.85508473525445,9.84944385817916,9.92735391272727,9.93699883691677,9.70061616808134,10.1385256635352,10.035147693883,10.0116134430717,10.9251930864898,10.8978014317165,10.8988132768124
"FW510-R12_contig_1_1016",8.01246638380649,8.10368660751598,7.99944152765817,7.76498435252381,7.85559717524599,8.11100537947656,8.07244033182079,8.1370189063888,8.11045695597947,8.26582594831519,7.65821821128312,7.9942806685545,7.82096608827088,8.03026531095609,7.75955002822846,8.13232436725663,7.86168327355968,7.86254196934537,7.76236777367213,7.72623793600348,7.8333117911973,8.11738491152297,8.38276484551195,8.42330038899234
"FW510-R12_contig_1_1017",6.75967354686708,6.7339191575919,7.39050338569984,7.34186906484299,7.66544192282159,2.1197029013369,7.07413402213424,7.47778024597705,7.73664240413363,5.00499043354372,5.44843405134078,6.08099110414861,5.6113080285576,5.29718133154206,6.52615135225264,7.13987852918279,6.87196359233692,7.18785948626038,7.27438981304659,7.25412522291151,7.40754201967655,6.29391829159921,6.20805496102409,6.34918200460076
"FW510-R12_contig_1_1018",14.4598242333855,13.8690076893282,14.9589546679007,14.5093139830736,13.9859540984462,14.1849027324549,14.8513423383151,14.8813561720142,14.875631466996,13.0237616072066,12.6490196523739,12.6858557559258,13.5250198988482,13.1151607003299,13.939167235407,14.5410399974378,14.4501766755989,14.1956792103474,15.2796295604058,15.0420059288563,14.9542609837866,15.7467176320135,15.8062104600525,15.7876167590889
