"","X_SynCom_A_T42_repeat_L1","X_SynCom_B_T42_repeat_L1","X_SynCom_C_T42_repeat_L1","X_SynCom_A_T53_repeat_L1","X_SynCom_B_T53_repeat_L1","X_SynCom_C_T53_repeat_L1","X_SynCom_A_T71_repeat_L1","X_SynCom_B_T71_repeat_L1","X_SynCom_C_T71_repeat_L1","X_R12_A_T77_repeat_L1","X_R12_B_T77_repeat_L1","X_R12_C_T77_repeat_L1","X_R12_A_T95_repeat_L1","X_R12_B_T95_repeat_L1","X_R12_C_T95_repeat_L1","X_SynCom_A_T95_repeat_L1","X_SynCom_B_T95_repeat_L1","X_SynCom_C_T95_repeat_L1","X_R12_A_T119_repeat_L1","X_R12_B_T119_repeat_L1","X_R12_C_T119_repeat_L1","X_R12_A_T216_repeat_L1","X_R12_B_T216_repeat_L1","X_R12_C_T216_repeat_L1"
"FW510-R12_contig_1_1387",7.06778759128351,6.76451017038901,7.31573212783369,7.63400727306002,8.17399817168347,7.15466782171565,7.49833020774675,7.60902052035648,7.1541353862708,7.60473389397062,7.61402234256167,7.74777912953382,6.77700812669622,6.98688005523727,7.22042667088339,7.55796461946707,7.55438723600706,7.31863412038002,7.03880430302082,7.0723200968182,7.51221494109104,6.23029789239662,6.29583932616927,6.72702331169156
"FW510-R12_contig_1_1388",10.9321952043756,10.8254662339799,10.7701969321111,11.7729473531832,11.8851785787983,11.3181313243734,11.7459156706299,11.7764577536233,11.6703278457904,11.6012950211578,11.8239496409127,11.8660078375414,11.220817485799,11.3728593011696,11.4139405087507,12.0453482174857,11.8597537242111,11.7246691622855,11.1666421971015,11.5447070034576,11.803325920874,11.2176228652999,11.6604605067968,12.1405995975476
"FW510-R12_contig_1_1389",9.30347002987802,9.48568573174764,9.2200883611038,9.17352338366433,9.31663220406747,9.08841700908792,9.05730666030873,9.02370818624004,8.98450384022202,9.77883771172973,9.9465048721125,9.78421154668524,9.59674109557466,9.71243535466309,9.65561461424613,9.15738422361798,9.00787910368877,9.04975641455714,9.34582398488798,9.37995848038077,9.1892590185982,8.36635729609606,7.99969456645173,8.14387019576173
"FW510-R12_contig_1_139",9.98974438008026,10.0228168635481,10.077880261594,7.82626459683573,6.87252164223704,9.66573138012732,7.8857565429284,7.76726316128488,7.91923398206373,9.11586949762221,9.15823929439727,9.21005532086753,8.54862309319041,8.71746348533698,8.06265603022684,6.8079486403356,6.69395659846771,6.96631348122986,7.44720038666177,7.9600622914114,7.6485835758338,8.53333844999491,8.70392733480892,8.68916016638761
"FW510-R12_contig_1_1390",9.49916241466425,9.23068708608746,9.303666505281,8.92815889487207,8.89947130346562,10.0769219749278,8.70879866057847,8.38906740906106,8.41173726970077,9.78111058647205,9.95039619154485,9.79675424305537,9.48824103160763,9.43405801866716,9.61635163754649,8.83313931527853,8.99970344930974,8.75229732460067,9.28950722620601,9.22985007519647,9.16271899733572,7.83237733840387,7.56137896786476,8.04383564737608
"FW510-R12_contig_1_1391",9.67145159129387,9.48109544891684,9.64319632938194,9.47345929718706,9.35493274565266,10.2455612578883,9.42761849847327,9.06618922728029,8.73013037048394,10.0345567828127,10.2666795077723,9.99154599639482,9.59451554492888,9.50884807575983,9.5620478481092,9.55914876709412,9.64889333296601,9.65893479790161,9.32699413366133,9.35199126574074,9.20560194559039,8.35152867398719,8.27203421021981,8.15761074640415
"FW510-R12_contig_1_1392",10.1373133092314,10.3742533855162,10.2054610210323,10.7908591803942,11.0450422237891,10.7729038037434,10.9455648424734,10.8418987710806,10.9691051010866,11.4766564358464,11.6007439811064,11.4490124455233,11.0553061864216,10.9610598023936,11.0325719729467,11.1057208185292,11.0449315930857,11.375956388621,10.8663983672148,10.8933891506894,10.8124901239123,10.2575751401905,10.1515802678652,10.319499997012
"FW510-R12_contig_1_1393",8.90834004869512,9.0626664202891,9.07358024915754,9.00964643508626,8.8820905192081,8.11100537947656,8.69852277398176,8.69990721862887,8.54165219105506,8.89160846402861,9.09234476999997,9.11709648388953,8.96772597248023,9.0319675720394,8.91536849252614,8.85517344475578,8.87712235913448,8.88778163926307,9.02489152622027,9.01376032577388,8.89813059715095,9.31530650040594,9.25728280938152,9.40892842549618
"FW510-R12_contig_1_1394",8.25234736654708,8.38499903606806,8.33835774758034,8.68525234687335,8.11569570367041,10.0769219749278,8.67250813421611,8.53370549572667,8.44418404846385,8.53907411956735,8.51170518742077,8.51824283530485,8.81169168975537,8.62281406663653,8.63943337923248,8.87148093255728,8.84705764471565,8.66022529661839,8.87368499742251,8.79169939607322,8.74284883870479,9.83298327256837,9.93134188662298,9.93289929324164
"FW510-R12_contig_1_1395",8.03035413917828,8.09168968938474,7.82717357314429,7.86014675976197,7.74453859246061,8.68096761750521,7.35513327213221,7.86678066485367,7.59515613275556,8.07396684875283,8.02808646076248,8.09116946431294,8.70328988693769,8.46895797075857,8.35563966101468,7.42426534507242,7.35506926530039,7.59413689111761,7.16140937187714,7.36371387040661,7.25498408544552,7.46304503036586,7.28294504419197,7.37097449957383
"FW510-R12_contig_1_1396",10.3101284082483,10.28490237849,10.5515582561588,10.9378669002239,11.1862616870346,10.3965345405983,11.3390343035206,11.0725023009167,11.0253259929113,10.201108254302,10.2401309181107,10.336368799821,10.4475139932146,10.3141890470721,10.4922360336296,11.5517408051556,11.5943802333803,11.684120877125,10.5730281810263,10.4912335477393,10.4242737617093,9.60351326527622,9.50687077190523,9.54232268765406
"FW510-R12_contig_1_1397",8.29735977220768,8.04267825087596,8.69744928832927,8.39298540167605,8.50447392313341,7.15466782171565,8.14613749070688,7.70993854002017,7.63587103676135,7.68787700984766,7.89823103090131,7.92282175939671,7.8114126640546,7.56305350835198,7.77655994747089,8.35357866777231,8.11988625406105,8.15020621902315,7.72448508175253,7.68988460766798,7.74837538858982,7.28709825996698,6.99094538996274,7.0847082180079
"FW510-R12_contig_1_1398",8.706231135196,8.18498142820118,8.3231763526732,9.26169881369861,9.03145647566332,2.1197029013369,8.97243124629402,8.99600853910709,9.3352632180849,8.63267431047442,9.09435598649522,9.08063217548808,8.86898049867125,8.96523688281816,9.07410262471316,9.34034413792373,9.67650833120543,9.75273148166652,9.01819922170211,9.03667871925729,9.00955577919579,7.95518336968037,8.0126688982324,8.12534338993681
"FW510-R12_contig_1_1399",8.35527089632005,8.29370079216793,8.39753398032387,8.8876755182526,9.15237114261176,8.68096761750521,8.72913338423129,8.95959479987812,8.97184266861331,8.65598106915472,9.11926241523045,9.11509469058854,9.03902051000338,8.94997907576939,9.3896285742763,9.13729474830095,9.75145585548549,9.98552087466674,9.0148413902051,8.85167626405545,9.03465442794668,7.82702624708661,7.93301166880978,7.8201798817737
"FW510-R12_contig_1_14",15.2864298146728,15.2841527919686,15.4499794246484,15.1997115743287,15.1640137394304,14.9544265166478,15.5106148161442,15.5354185975802,15.4684863765347,14.2325939850416,14.1942564046235,14.1700832532882,14.8829013226439,14.7554557166082,15.0524835192488,15.4110979095505,15.3974163817364,15.2639239691898,15.5562162445002,15.4811930060193,15.439429870906,16.1457071979376,16.2289568087466,16.2999705967474
"FW510-R12_contig_1_140",9.49594831926093,9.44383768582428,9.33048338447496,7.47906280651653,6.94134905021886,8.11100537947656,6.47007292709213,6.7095113724448,7.04946848879644,8.40006483458102,8.33244503203266,8.19338716803102,6.83857226365326,7.1693882090718,6.55465528623048,5.73007073256628,5.97016916994647,5.87588389699433,6.15998364023076,7.0803717545395,7.08716016845363,7.77239365101631,7.73845825857139,7.73107609500841
"FW510-R12_contig_1_1400",4.93640228688786,4.57540067437596,4.41666697445098,5.07642337951099,3.69508879962737,2.1197029013369,4.92313307536925,3.99950456384481,4.54679802193517,4.55999568880333,4.5544353442715,4.80920183420014,5.1043342770728,4.74567345140556,4.8745386377286,4.99028410731543,4.72244688006161,4.62716109887483,5.27571132347268,5.2004528789647,4.47287678019897,5.50430006882268,5.0343668345315,5.58460925535477
"FW510-R12_contig_1_1401",9.92190903426771,9.78284162488495,10.1971590673257,10.2515024218548,10.7372142053586,10.3965345405983,10.8455125000655,10.5469811518425,10.5948480020028,11.3951672848682,11.2618180287059,11.1960556215331,10.8023533011845,10.713654874383,10.6804808124071,10.9810192242409,11.1691958263777,11.2115004357541,10.4328804078479,10.255838316503,10.3373618794876,9.03351665754204,8.91899984751724,8.89727436171583
"FW510-R12_contig_1_1402",8.15787484706356,8.32478017689797,8.39753398032387,8.14761349420226,7.99150348101788,9.40576349625112,8.42387788386169,7.88415919704097,7.88586976289374,9.02545286708924,9.10736098460624,8.96313532030881,8.31849964012806,8.41255930232986,8.45556545716041,8.57221487423155,8.53637931400098,8.45225768094262,7.91190574910362,7.74407647565677,7.79060233554166,6.76679434892557,6.50663471803119,6.8106799627114
"FW510-R12_contig_1_1403",11.7183045628208,11.8220130627419,11.4546619230215,11.6603122597125,11.2721582112114,11.3181313243734,11.491504877763,11.4597735204051,11.4727661674612,11.8246731370512,11.0801803085088,11.1474279110964,11.7977566276413,11.5940660038037,11.6802167905028,11.5751597014032,11.3754483722747,11.4218473456947,11.4935241786115,11.5118150373965,11.529462291703,10.3406298100505,10.4474266233495,10.3948949284133
"FW510-R12_contig_1_1404",8.1082114797614,7.73854621008375,7.54249820231842,7.83481008324658,7.92515111010566,2.1197029013369,7.73801648805555,7.72930115002402,8.03333014693222,8.05655545706345,8.17408520801985,8.01590427520812,8.05268283233139,8.00587452676257,8.0744927825214,8.08181938056841,8.07907500234037,8.25652173438781,7.86790567089978,7.90902300891774,8.01198378076977,8.15630357226635,8.21704953015499,8.07795742399776
"FW510-R12_contig_1_1405",9.54342365688616,9.45792235186543,9.54521027023054,9.79789438032585,9.92930861660064,9.88592744892737,9.85170826081123,9.67741483966794,9.91873219963689,9.94075909412522,9.84683905117847,9.81289839943538,9.80645145147063,9.78229578615016,9.58842391542722,9.71184741749262,9.90379626503676,9.935485080177,9.57589513296399,9.57616690298187,9.6492046759367,8.59128757081724,8.67430008854189,8.4754270545895
"FW510-R12_contig_1_1406",10.5271830785868,10.6153356768327,10.7376520387562,10.8833213014404,10.8971617019624,9.66573138012732,10.6998770938725,10.7583989226667,10.5761496741913,10.9650310311749,11.2696256952442,11.1430141487905,10.7880608249212,10.85857202945,10.8458234514211,10.8493204948503,10.8758294158774,10.9055197619912,10.7280122266156,10.8163224178039,10.7124299168709,11.3637740644333,11.3805192083883,11.5204268730864
"FW510-R12_contig_1_1407",12.3502099381414,12.2813260231172,12.4945338969538,12.1129378974705,11.9365926847987,11.8236374713131,11.8692701021125,11.527672977312,11.7307517247581,13.2147280047171,13.0831956252349,13.1050895296266,12.5773425595574,12.5540729352022,12.5069641062121,11.9643631001782,12.1545574097894,12.1451893902254,11.9667455999336,11.7757142839919,11.6236858977481,10.1935472532749,9.97617642714377,10.0244605746695
"FW510-R12_contig_1_1408",5.33741619971818,4.83422142822399,4.82529988912832,5.43626599492225,4.64925489663369,2.1197029013369,5.0925597275823,5.39840453140956,5.55501725064468,5.6797396034207,5.67133138986716,5.3140931809303,5.02587080552513,4.81640601827899,5.21636854918335,5.46711005046078,5.32985428900714,4.84646646248327,4.65644879029464,5.27337511908846,5.2059129958188,4.22067917727493,4.5902590792496,4.28150286769209
"FW510-R12_contig_1_1409",8.29735977220768,8.27260274932103,8.31552530223985,8.44413663922393,8.71545186517355,2.1197029013369,8.5203817797228,8.30770226505525,8.50257160012741,8.64104145232764,8.67785026090688,8.62901356571406,8.73495763346337,8.71295098627793,8.42661573651618,8.65619171436093,8.3602480823103,8.56939260494604,8.5935980848077,8.78924766286817,8.6889983603447,8.65003092133354,8.79933966115228,8.74179239898494
"FW510-R12_contig_1_141",9.51194766128038,9.57885405364421,9.44008049584585,7.54305311505394,6.87252164223704,2.1197029013369,7.00068676133228,7.17287210597043,6.71104978703835,7.92840727875415,8.145268158033,8.11139764012751,6.68362044998748,6.50548919259521,6.28876949429075,5.86728363999516,6.50625789376942,6.33150037694412,6.41972391382191,6.79734881689151,6.81762524572179,7.0318265637516,7.35266282982982,7.35515372464098
"FW510-R12_contig_1_1410",6.12129921441126,5.62356503058594,5.75684006426349,5.60700727321767,4.2586362985692,2.1197029013369,5.84189921195791,5.81837942883493,6.09085334118498,5.23797205289583,5.30127924938426,5.54792883031517,6.07660854007084,6.27938202697246,6.09249938141157,6.29713085581575,5.87754153217491,5.57863737855666,6.56792854030294,6.55866818777483,6.39255464674559,8.21892110599437,7.9733903188069,8.20248940811845
"FW510-R12_contig_1_1411",6.47568271266324,6.26241860128461,6.7149893197541,7.35381425179684,6.46813254412893,7.15466782171565,8.0402465715522,8.38296895740512,8.02722286297649,7.43025669230316,7.47884514291275,7.43105531846917,9.74507153753328,9.94952665631506,9.92927056490759,8.55548948933111,8.23581621207762,8.38566476607201,10.4358126591221,10.3766997138775,10.0267763368726,13.6064322599241,13.3797050005842,13.7773400244602
"FW510-R12_contig_1_1412",8.63788200522479,8.46156860155726,8.52905028899651,8.68525234687335,8.59260154185269,8.11100537947656,8.10781939550236,8.22147062400633,8.19460747147136,8.32518993142921,8.40392704212525,8.57177481011789,8.27884874516656,8.32458354320069,8.29285808727583,8.03913948497167,8.07907500234037,8.13508181320629,8.10115592290501,8.22790841690723,8.37201160108403,8.05467641861377,8.20955725182585,7.94693020232157
"FW510-R12_contig_1_1413",10.1759841116185,10.3340925489475,10.2321170984065,10.0662273347686,9.78715508062649,10.2455612578883,9.85633727952298,9.91146246008952,9.90547844969052,9.8677833614856,9.85100830825287,9.90614387184624,9.92499489984218,9.94504474446543,10.0228353482707,9.80251551997842,9.8950075653044,9.86238485775511,10.1405811135264,10.0106284034962,9.94815105615725,10.5070811717807,10.6219220053743,10.6273859982222
"FW510-R12_contig_1_1414",9.52777150426505,9.88018783987013,9.62474351231596,10.0534749153728,9.54361853933747,9.88592744892737,10.106089430134,10.0293619120487,9.96897029986773,10.1880354228285,10.0218760308966,10.1048189039226,10.245681319106,10.2992168312582,10.344092019522,10.4091105259244,10.1770345101307,10.0674547088023,10.4424926519744,10.4169557537269,9.93957870984784,10.8961141943009,10.7775707480846,11.1048900810754
"FW510-R12_contig_1_1415",9.0770010509299,8.81525666249753,8.95055768280624,8.85024284774433,9.03145647566332,8.68096761750521,9.15071551358389,9.12947565573127,9.10825001076005,9.3482278887529,9.0802182260507,9.09492247213914,9.17183676876384,9.04279528441966,9.10327855093851,9.18591716989634,9.19135991529429,9.16094020881629,9.0524466757893,9.10628443178852,9.23774261240018,9.47088914635257,9.71561814878917,9.707083227191
"FW510-R12_contig_1_1416",8.6202763810874,8.69355248782577,8.6125877218777,8.39875928899984,8.54921072309863,9.88592744892737,8.6881731536746,8.65506574579382,8.49374131833023,8.71265171055976,8.58934593982153,8.76545263703808,8.74000084584557,8.75013070424742,8.79773838857253,8.87148093255728,8.93828942323831,8.9696212978188,9.09016043142933,8.9216239429138,9.02068258096856,8.98390359646248,9.01021573473954,8.91085791748961
"FW510-R12_contig_1_1417",10.1228007527734,9.95160621228826,10.1202099098459,10.0350593772102,10.0664170180128,8.68096761750521,9.98344090834473,9.95732437434442,9.78218802804379,10.1339336008402,10.2572859102149,10.2487046235521,10.0524799751347,10.1079875898767,10.0177367319634,10.0168137689417,9.87875455739502,9.96856052784814,10.0802863849245,10.0526288284076,10.1076118455988,9.9396833137445,10.0282010118526,10.0294500320423
"FW510-R12_contig_1_1418",8.42453542646291,8.61191900022661,8.28450861146719,8.5412986732101,8.25725709672824,2.1197029013369,8.20177060132986,8.25524957498058,8.13338158492599,8.29793165998474,8.6370390811098,8.50301331695556,8.37276048901641,8.34805613591647,8.36370059975221,8.14579689762774,7.92062505271887,8.01903932494713,8.34886589668868,8.38230196368637,8.25249579955465,8.43126160137352,8.13636916589173,8.30069929460387
"FW510-R12_contig_1_1419",11.935527230797,11.8238268472805,12.0850084923,12.0588183441514,12.1567229074225,12.5592198789119,12.3752269633192,12.0379271071944,12.2115622052545,12.7320818193445,12.6577158432963,12.6088201745756,12.2835426462669,12.1842116468038,12.141393265083,12.4407211110592,12.6159438533514,12.7276553443345,12.11653700697,11.9860693993121,12.020067802684,11.1777294561477,11.1253235675023,11.1741079433015
"FW510-R12_contig_1_142",8.77148745796418,8.9475908145502,8.71500206546036,8.60761173193528,9.25044769085939,10.0769219749278,9.7156704221974,9.27815967553709,9.54210714571914,10.8178248909184,10.0485716887646,10.7764762844321,11.4117688746865,11.1355648386619,11.4189770141945,9.93383874175451,10.5100526479945,10.7110469890049,11.4237137057949,11.1719828029088,10.9377079847911,9.38248702414279,8.5844809887027,8.97174565408048
"FW510-R12_contig_1_1420",9.63392953943823,9.76784457372724,9.63707157910003,9.24577145850257,9.12307932453985,9.08841700908792,9.21340143717717,9.21434346826422,9.13120530345821,9.8228932198176,9.7727983007197,9.68649525196353,9.631348057852,9.62147086537799,9.62308204187122,9.40898034466479,9.39000412568366,9.31648752097555,9.45060629292799,9.28831193012599,9.40954143993735,9.11698201636413,9.05270177084746,9.11945056137117
"FW510-R12_contig_1_1421",9.96206036811065,9.83773163934636,9.927913090224,9.29303547162159,9.29052164225743,9.40576349625112,8.98728028520886,9.29773942456284,9.0819809916605,9.81994854796116,10.0763093861737,10.0045801122149,9.67043664454835,9.79373592695534,9.70973269358433,9.07763563326728,9.42094642343431,9.36697917911983,9.50905247092411,9.45766263234088,9.22047564453771,8.77197284861465,8.79434046164224,8.92431475016457
"FW510-R12_contig_1_1422",8.17405634751446,7.88477764336981,7.43357168380152,7.71956086930059,7.24336703397895,8.11100537947656,6.86007443488454,7.62977732258959,7.54472960853861,7.80870202494911,7.87735270759142,7.75293969047878,7.56079180616412,7.8719302133153,7.67394896419448,7.4534619064781,7.42189904969862,7.60149361251958,7.39646583890186,7.43135122379163,7.44328454667024,6.62578531653786,6.54293123536034,6.8106799627114
"FW510-R12_contig_1_1423",6.18678606463638,5.86965566493069,5.66283732180863,6.39137034587727,6.37154924670188,7.15466782171565,5.43109353586616,5.81837942883493,5.80552754103285,5.85210224906565,6.15471013818888,5.88719849685102,7.46896520019774,7.44823493744018,7.3879686120837,5.03028210744474,5.25765178392832,5.66605327251408,5.82197547323435,6.00170005619028,5.57486290178564,5.92309567896636,5.70731920989675,5.68997364534019
"FW510-R12_contig_1_1424",4.48153500144858,4.05904476329715,3.99806763837105,4.31266212522868,4.2586362985692,2.1197029013369,3.52409902829771,4.35723600504837,4.22870615991103,4.11229322866452,4.37329823572019,3.99810225258442,5.1043342770728,4.9053932557509,4.96386484619196,3.63659921791129,4.27438387843553,2.80099051459778,3.87116777019021,3.73228399952684,4.05297660486043,4.14974365854154,3.92127249410624,4.13237261013629
"FW510-R12_contig_1_1425",4.36881042900301,4.71093707549105,3.99806763837105,4.50369702544542,4.2586362985692,2.1197029013369,4.04019733110369,3.99950456384481,4.47413115832907,4.15275090771719,4.60199312462815,4.88808683279909,5.87026745491064,5.6673272076647,5.76075029939722,4.25615485228354,3.58028188328584,4.9442563887131,4.30675421902809,4.119941629906,4.17137952958651,4.52706034577862,4.54169692033919,5.13819814922964
"FW510-R12_contig_1_1426",7.84062884945231,7.91232470695815,7.77232492456801,8.10586366230087,8.17399817168347,7.15466782171565,7.98634839485926,8.35831395491163,8.51134814784463,9.69694328182241,9.1971267812465,9.37972781146934,10.5397552994215,10.6159405539536,10.5346168177778,7.93434711052607,8.12991111039546,8.38991813025212,7.88762722511374,7.68197387704137,7.721341273782,7.39232598552431,7.47649499699569,7.37097449957383
"FW510-R12_contig_1_1427",10.0826573579783,10.1612384284906,10.1591974731433,9.85360231364456,9.88637147344971,10.0769219749278,9.77677108738525,9.80830916850775,9.71350327014621,9.25100417924071,9.1182743711595,9.12904925620354,9.57319978968197,9.65007573380243,9.6699857893591,9.6422770461049,9.75793319910846,9.58110407638129,10.0716942460754,9.94331388424874,9.87033259767317,10.011001099019,10.14275784443,10.0257095577212
"FW510-R12_contig_1_1428",7.4730685737175,7.3525984424121,7.97049865745254,7.72876079610523,7.92515111010566,2.1197029013369,7.76289349430332,8.02398511744701,7.8447859876471,7.01685989686099,7.15167235027789,7.26754766568927,7.48588365366137,7.41896587570826,7.58845689692479,7.84355674464314,7.89145535470156,7.36260401672621,7.74895223752636,7.68988460766798,7.87969068152173,8.42773142186201,8.56992738307309,8.58455484936065
"FW510-R12_contig_1_1429",9.23571829086904,9.14622514090952,9.08712293393627,9.59912438523315,11.7835412279981,9.88592744892737,11.4052896554337,11.2538392282198,10.7814380687358,11.3603765129105,10.1040229786289,9.88984519585014,10.4888404888526,10.4550389283008,10.0430515056304,11.0156670519357,10.6636914431639,10.2029330164875,10.8907205074512,10.4901018845692,9.83252899217726,9.98000653161012,10.2706434019033,10.1093782484921
"FW510-R12_contig_1_143",8.49707077648693,8.09168968938474,8.54876205820533,8.04088102484665,7.81951999454077,8.11100537947656,7.48043984956399,7.47778024597705,7.33321510581635,8.86185098986999,9.02645895190986,9.05580026665015,8.68248380876722,8.7878071422519,8.59219056969507,7.64278221399429,7.73603708235368,7.44671187593468,8.35949552605896,8.31400947868546,8.17625419711605,7.8640733749695,7.67457559653408,8.00382422298289
"FW510-R12_contig_1_1430",8.46455166080653,8.56062493236616,8.15330664749989,8.91613273306839,7.95870895433131,2.1197029013369,9.03502092033019,9.0963172104823,9.23286542463414,7.7261440044545,7.97666667803313,8.25286891841099,9.62154477669557,9.733379724128,9.64043554148384,8.93751149805855,8.62763580037366,8.64962262103503,10.2131803682102,10.0485346365306,10.123180469369,10.9388958788127,10.5876597294541,10.9457536390791
"FW510-R12_contig_1_1431",7.10204737478327,6.88075529961039,6.7149893197541,7.91758950086763,7.78251674594469,7.15466782171565,8.18714370047446,8.19386595744032,8.69589434586452,7.62175063830782,7.8103941795291,7.82820996518871,8.18728285523588,8.21608360224856,8.29623141049418,8.23673671114852,8.40633812188337,8.51201395232736,8.82082529433928,8.57538974078417,8.33445279436167,7.37775589755194,7.3662104640189,7.73719079035133
"FW510-R12_contig_1_1432",8.19005828449111,8.06739219736422,8.41911370516375,8.83328911284094,8.50447392313341,8.11100537947656,8.84313550641376,8.86213333917344,8.87656677500237,8.24401804557935,8.52070743157701,8.64575143502604,8.58383198502818,8.34611461236892,8.69287601141928,9.20534525118113,9.21037748577643,9.41784724516377,8.74853885067844,8.72784033463297,8.80337744848867,8.17747963763829,8.00403232848648,8.07795742399776
"FW510-R12_contig_1_1433",8.03921548278693,7.88477764336981,7.9607204697093,8.01855264921148,8.69568976699497,8.11100537947656,7.8857565429284,8.06265597164452,7.97106103235725,7.20935374387452,7.65276727352781,7.51243894113425,7.64496624980081,7.72724222981204,7.7571035717373,7.81009730844798,7.84352037171616,7.8190347189947,7.79144970998984,7.91353363623089,7.85834302486525,7.72714607828389,7.73845825857139,7.87111301768397
"FW510-R12_contig_1_1434",9.6799736664768,9.78656665359913,9.69423282744959,9.7308235385906,9.86883228616992,10.5331946727871,9.92404714757427,10.0037613548695,9.94163724350052,9.71052184441459,9.82459912374497,9.8104264120586,9.85141371785883,9.89811838996675,9.90407074826761,10.147541059297,9.95402324369594,10.0514359870933,9.94334725895086,10.014831439477,10.1655653608758,11.0126087163239,10.9169006284384,10.8733708545453
"FW510-R12_contig_1_1435",8.95590317445357,9.11693525229601,8.97018067022066,8.8876755182526,8.28397507648166,8.68096761750521,8.58596058332105,8.68014957708231,8.66082590297036,8.82266656367745,9.34803734441151,9.16432457436497,8.85231095588643,8.84116073359349,8.92193381406045,8.77075028077833,8.97489472850555,9.03081713508185,8.9090847444279,8.79292370170451,9.05283464318288,8.6409132391945,9.08171456351177,8.8330877207638
"FW510-R12_contig_1_1436",8.20588460119486,8.17364473018112,8.11855225665766,7.94941476748847,7.95870895433131,8.68096761750521,7.72288156816748,8.10773229564614,7.8378234083444,8.14864329127568,8.28567993320813,8.29592356980072,8.0248480987563,7.94045726223808,8.02858106374748,7.83248966091136,7.72945786868153,7.87473520828451,8.02974044954475,7.91128008654875,7.98496399752476,8.28674854860018,8.41894626046763,8.20248940811845
"FW510-R12_contig_1_1437",6.8431049176099,6.57036423872381,6.73810202231592,6.3679541695852,6.1563668367643,2.1197029013369,6.00163596869474,6.45375372709935,6.15971150742494,5.70567749022049,6.35648265732592,5.97855469914276,5.99761015521207,6.16912425167514,6.2613350583433,5.37766390164698,5.99241707910534,6.29557598017531,6.28458288775135,6.1161316550936,6.28807669321476,5.79670817801953,6.16206010616203,5.76417071839982
"FW510-R12_contig_1_1438",8.7820821509389,8.84414326513872,8.83758294769865,8.65179761750624,8.82865510785341,8.11100537947656,8.41134789161704,8.66515168565648,8.48485664023444,7.7664847053575,7.93461754582658,7.87629183339893,8.26771594928878,8.3027261437387,8.44496725770633,8.46524599032639,8.50591412279847,8.3728288872736,8.51337493186853,8.4843500836853,8.53609730529323,8.78858109319932,8.86756793215263,8.87249688273604
"FW510-R12_contig_1_1439",7.72455249890518,7.54090862496906,7.25298876693968,7.72876079610523,7.53801027576946,8.11100537947656,7.95215018572717,8.1798629034555,8.03333014693222,7.37109618699351,7.21963875662783,7.17826247439958,7.48588365366137,7.39285844611993,7.48579743692121,7.6741198796481,7.74258640385422,7.38835588975156,7.38262938109467,7.63630732913831,7.90072684690026,7.23145403723063,6.99094538996274,6.78727046188863
"FW510-R12_contig_1_144",10.0632450104558,10.0164864773273,10.071081618067,9.94915037534739,10.0664170180128,11.0711226873559,9.55979067861413,9.53619795653499,9.50304319722499,10.3267447161446,10.5259372105678,10.329479338629,9.6640834253673,9.66026744727194,9.54016752068759,9.49393880907344,9.51381227752423,9.49093651200094,9.46871738501494,9.44525868676343,9.47787428164728,9.99558705185544,9.95729172933234,9.98133866050488
"FW510-R12_contig_1_1440",9.30714231425772,9.10505072083248,9.21598506604577,9.1325349500603,9.19522294798169,10.0769219749278,9.27520598273919,9.33295964774464,9.30277449996389,8.5796857374874,8.77760080598616,8.77054890835232,9.25380465432097,9.36958333190246,9.25484778541302,9.31870352483178,9.13026066509003,9.08165620739346,9.27648040850367,9.37751247929443,9.29385062476152,9.80468776041483,9.73531442839667,9.72564727886229
"FW510-R12_contig_1_1441",7.98521165190496,7.85669396577379,7.82717357314429,8.06286890520538,8.52701577079285,2.1197029013369,7.39388259313127,7.90133074032734,7.64387779726258,6.7580767138736,7.38660974826396,7.24573988654836,7.56988737002234,7.50852518012371,7.84726841016329,7.81009730844798,7.74910610380237,7.6519653242394,7.77830333324317,7.76169696079317,7.28976403522544,7.25556525136035,6.89133597335765,7.14116866951174
"FW510-R12_contig_1_1442",5.55267984613354,5.55476066699402,5.56217545451015,5.24203032055246,3.69508879962737,2.1197029013369,4.6444706887269,5.06951269202893,5.2073848672411,6.13519785521701,5.92885539158838,5.68480456953973,5.2719261090257,5.10567740731744,5.47905376799716,5.17970554691114,5.52663356533419,5.20208566889183,5.1817177009103,5.23007755863654,5.2977398956018,5.58323548475771,5.25728924223635,5.50011329275013
"FW510-R12_contig_1_1443",7.56186254717522,4.83422142822399,2.1197029013369,2.1197029013369,2.1197029013369,7.15466782171565,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,3.1439829790211,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369,2.1197029013369
"FW510-R12_contig_1_1444",10.7171921291841,10.6828490658992,10.1677201290268,11.1991761835191,10.3705173808413,11.3181313243734,11.5548151989957,11.6815307003918,11.6103286695598,9.71211095224853,9.82581008777587,10.1699029728575,11.3914020160792,11.6292120200598,11.5083876689028,11.7284939862269,11.6119169779496,11.4140385342277,11.7759737679505,11.5627610766579,11.3754762063479,11.2479615298067,10.8937173756851,11.0629242075785
