target_id,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_R12_A_T77_repeat_L1,X_R12_B_T77_repeat_L1,X_R12_C_T77_repeat_L1,X_R12_A_T95_repeat_L1,X_R12_B_T95_repeat_L1,X_R12_C_T95_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_R12_A_T119_repeat_L1,X_R12_B_T119_repeat_L1,X_R12_C_T119_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1,X_R12_A_T216_repeat_L1,X_R12_B_T216_repeat_L1,X_R12_C_T216_repeat_L1
FW510-R12_contig_1_258,860,633,1020,587,184,9,1351,700,790,1540,1790,887,3453,2455,2770,1278,1013,960,3116,3175,4787,22,86,18,1467,1465,1157
FW510-R12_contig_1_2580,232,159,160,203,47,6,283,133,270,325,425,224,619,428,521,209,167,196,462,508,708,2,7,2,227,241,156
FW510-R12_contig_1_2581,125,69,102,125,24,1,142,105,131,273,276,144,453,288,422,177,116,132,410,518,680,19,5,3,241,254,217
FW510-R12_contig_1_2582,152,95,127,159,25,0,199,114,175,378,503,233,602,348,461,200,156,172,418,425,689,6,14,4,223,266,214
FW510-R12_contig_1_2583,100,61,110,145,49,2,210,142,146,169,249,116,403,287,309,181,180,194,290,345,553,6,8,3,163,169,125
FW510-R12_contig_1_2584,32,29,29,56,12,0,75,34,49,94,72,70,188,119,163,65,35,46,157,168,209,3,4,6,95,69,76
FW510-R12_contig_1_2585,146,104,96,162,24,0,203,152,146,318,359,135,539,364,445,173,132,129,425,536,820,12,13,5,252,367,325
FW510-R12_contig_1_2586,33,25,25,42,10,1,26,31,40,79,97,48,96,91,119,35,34,39,102,107,176,5,2,0,58,54,55
FW510-R12_contig_1_2587,176,158,149,173,37,2,457,248,250,597,623,283,1047,796,778,427,309,274,856,890,912,7,23,10,1018,1021,918
FW510-R12_contig_1_2588,133,81,100,169,56,3,267,133,170,367,580,299,678,457,596,295,232,237,380,481,740,2,8,1,140,166,129
FW510-R12_contig_1_2589,193,140,172,206,61,2,538,238,303,600,646,364,987,665,808,433,379,394,798,844,1080,20,21,6,367,372,339
FW510-R12_contig_1_259,87,63,96,59,14,1,106,86,69,230,271,96,363,277,286,125,86,73,335,302,547,2,8,0,124,114,110
FW510-R12_contig_1_2590,459,384,469,914,350,11,3299,1737,2992,2371,2882,1538,3338,2205,2921,2002,2022,2083,3081,3513,5004,71,69,27,1712,1645,1453
FW510-R12_contig_1_2591,430,305,411,414,119,4,711,443,613,989,886,491,1597,1089,1383,711,529,533,1363,1482,2090,12,14,11,752,801,604
FW510-R12_contig_1_2592,44,48,46,95,26,2,197,124,127,204,230,109,401,341,457,200,167,182,402,480,554,0,15,4,240,219,241
FW510-R12_contig_1_2593,1390,1098,1415,2111,367,27,3573,2093,2574,1999,2319,1150,9264,6559,7045,2673,2296,2022,9555,9283,12795,54,88,38,4828,4916,4342
FW510-R12_contig_1_2594,75,60,71,90,17,3,118,102,90,119,183,90,300,192,262,133,56,106,242,279,406,5,3,1,100,132,118
FW510-R12_contig_1_2595,79,52,63,78,16,0,160,72,107,117,184,85,299,204,291,135,109,86,262,324,564,4,6,5,197,214,228
FW510-R12_contig_1_2596,454,392,506,479,114,2,1043,519,606,785,803,444,2216,1481,1708,1082,613,604,1890,2050,2763,29,43,19,1904,1805,1651
FW510-R12_contig_1_2597,4,4,5,8,2,0,16,13,8,18,12,7,19,30,19,7,14,18,20,41,38,2,0,0,26,53,54
FW510-R12_contig_1_2598,255,174,230,346,97,2,528,272,392,861,1452,610,1324,838,1033,384,401,484,888,992,1559,2,9,0,180,236,214
FW510-R12_contig_1_2599,187,221,272,249,42,1,441,260,260,354,331,189,773,621,777,292,220,218,692,777,1186,5,21,8,705,927,726
FW510-R12_contig_1_26,287,192,300,302,73,3,575,268,384,654,1044,475,1374,913,1055,524,413,440,1139,1100,1626,21,17,7,547,597,522
FW510-R12_contig_1_260,321,287,347,241,93,3,584,318,381,746,844,435,1556,1121,1304,566,475,388,1337,1361,2085,14,20,3,535,508,398
FW510-R12_contig_1_2600,530,399,465,514,126,5,767,444,567,1158,1455,671,1905,1282,1500,717,516,619,1400,1540,2419,8,18,5,592,614,479
FW510-R12_contig_1_2601,34,38,33,51,14,0,50,43,36,52,77,38,105,75,152,57,59,39,114,154,183,0,0,1,58,70,63
FW510-R12_contig_1_2602,825,578,826,1001,230,7,1935,1141,1323,2053,2371,1341,3923,2696,3167,1528,1374,1268,3973,3846,5295,26,67,11,1506,1854,1379
FW510-R12_contig_1_2603,37,18,22,41,31,1,70,37,54,86,139,75,172,100,127,37,35,43,115,113,125,4,4,1,52,56,69
FW510-R12_contig_1_2604,99,85,107,162,33,3,191,124,145,279,298,159,399,310,358,179,150,163,314,352,523,12,6,7,507,549,488
FW510-R12_contig_1_2605,273,213,261,295,67,5,463,244,312,520,641,320,984,724,854,369,347,380,924,999,1530,19,22,11,815,973,858
FW510-R12_contig_1_2606,1675,1266,1854,2073,437,14,3234,1673,2435,3187,4168,2393,6799,4611,6155,2770,2546,2541,6213,6544,10086,59,83,39,3705,4011,3711
FW510-R12_contig_1_2607,533,364,441,519,118,8,779,452,684,1079,1157,617,1759,1275,1776,707,589,598,1553,1611,2527,40,23,16,909,943,783
FW510-R12_contig_1_2608,63,60,90,67,23,0,118,65,84,97,144,70,239,159,278,75,73,74,177,175,325,1,1,0,123,179,139
FW510-R12_contig_1_2609,878,681,881,980,262,10,1397,809,1175,1680,1863,1396,3723,2295,3350,977,894,896,2487,2608,4511,11,8,4,1152,1191,1051
FW510-R12_contig_1_261,395,280,289,664,170,5,1097,583,803,2413,2318,1223,2595,1708,1789,903,648,820,1605,1821,2477,3,6,2,1009,833,838
FW510-R12_contig_1_2610,520,364,461,590,142,3,887,563,670,2250,2026,987,2832,1861,2046,757,774,669,1795,1947,2909,48,40,31,1285,1743,1415
FW510-R12_contig_1_2611,24,21,37,43,10,0,51,41,60,101,115,70,154,93,140,51,61,54,90,113,184,1,4,2,47,68,50
FW510-R12_contig_1_2612,1080,852,1290,1235,294,27,2951,1418,1972,1837,1863,1140,4137,2787,3999,2219,1981,1856,4004,3965,5831,26,47,17,2149,2193,1828
FW510-R12_contig_1_2613,168,125,195,199,36,2,423,236,301,293,285,152,558,389,584,340,246,317,601,699,991,19,11,3,420,455,376
FW510-R12_contig_1_2614,19,13,14,25,6,0,44,24,42,71,67,35,96,63,112,50,31,43,107,102,170,4,2,0,63,106,104
FW510-R12_contig_1_2615,93,74,80,110,25,2,144,94,122,191,187,134,301,215,278,112,72,96,239,274,490,6,2,4,118,156,112
FW510-R12_contig_1_2616,1955,1568,2073,1646,383,27,2566,1333,2041,5391,5803,3579,7879,5833,6665,1806,2110,2056,5154,5441,8147,58,50,34,4711,4519,4249
FW510-R12_contig_1_2617,3855,2671,4025,4888,1066,44,11202,4718,5936,21040,23650,11990,25484,16477,21156,9243,9307,9053,18381,16924,24274,233,655,166,5237,5768,5102
FW510-R12_contig_1_2618,83,50,90,92,12,0,153,97,107,401,467,202,765,471,675,166,163,129,455,734,1232,3,33,4,622,727,582
FW510-R12_contig_1_2619,48,37,35,48,13,0,98,62,83,390,464,211,636,394,402,90,114,79,292,464,711,1,7,0,338,400,324
FW510-R12_contig_1_262,138,88,124,200,40,1,330,195,229,573,913,395,842,615,652,312,319,267,565,663,975,5,8,0,192,244,207
FW510-R12_contig_1_2620,396,235,284,475,97,4,1262,717,857,1932,1977,936,3075,2141,2368,1260,1206,900,2408,2671,3488,31,80,18,1876,2046,1942
FW510-R12_contig_1_2621,1093,735,1221,1567,431,7,4075,1587,2241,12436,13782,7220,10441,7138,8357,3825,4176,4314,5338,4989,6965,7,64,5,814,717,740
FW510-R12_contig_1_2622,499,362,514,596,161,6,1133,613,742,1961,2156,942,2723,1949,2185,1008,749,780,2004,2209,3278,29,58,12,1836,1869,1689
FW510-R12_contig_1_2623,713,563,705,789,153,9,1237,675,859,2005,2403,1235,3229,2230,2811,1008,973,934,2788,2719,3681,12,27,5,1715,2034,1744
FW510-R12_contig_1_2624,1419,1010,1405,2095,560,26,3997,2230,2790,6611,8609,4162,9935,6571,8203,3414,3606,3825,8144,8214,12612,28,83,26,3418,4063,3599
FW510-R12_contig_1_2625,1325,986,1293,1237,307,6,2500,1334,1563,3812,4266,1915,5634,3838,4661,1901,1799,1504,4482,4648,6157,216,191,97,2490,2492,1984
FW510-R12_contig_1_2626,2167,1378,2253,3585,803,32,6907,3127,4319,16691,17473,8357,17609,11844,11796,5617,6310,6352,9936,9406,12923,469,304,178,1803,1711,1473
FW510-R12_contig_1_2627,5265,3880,4930,5159,1402,67,6936,3854,4453,14511,18889,8713,22708,15929,16194,5889,4259,4427,10938,14470,19809,78,73,34,7523,7424,6790
FW510-R12_contig_1_2628,725,526,697,1001,294,5,2386,1171,1500,3595,4838,2456,4825,3235,3737,1940,2106,2255,3364,3449,5216,18,51,6,1017,1142,984
FW510-R12_contig_1_2629,141,91,118,110,26,0,217,119,155,648,505,279,1474,999,1140,175,209,141,395,407,618,4,14,0,273,307,221
FW510-R12_contig_1_263,54,44,58,51,15,1,115,80,71,204,280,141,297,210,207,120,112,120,174,195,325,2,10,4,47,37,58
FW510-R12_contig_1_2630,106,79,63,110,23,1,396,150,355,2536,2005,1004,3116,1969,1691,232,176,236,447,504,675,193,132,76,253,335,275
FW510-R12_contig_1_2631,266,217,308,500,141,3,1296,589,756,3455,3600,1665,1936,1335,1596,1227,1324,1395,1227,1276,1973,6,30,2,620,748,566
FW510-R12_contig_1_2632,409,261,461,844,300,20,1772,935,1532,5368,5314,2674,3784,2584,2619,1719,1852,2360,2135,2190,3936,1,2,0,534,618,492
FW510-R12_contig_1_2633,3183,2265,3188,7151,2084,56,17887,8400,14409,45261,50073,23168,42213,26789,29020,15353,17652,21757,25157,26875,23496,44,78,21,5472,6185,5469
FW510-R12_contig_1_2634,194,135,197,449,169,4,984,504,928,1373,1878,969,2402,1462,1810,891,1111,1185,1623,1769,2806,4,14,2,425,491,361
FW510-R12_contig_1_2635,1209,773,1197,1722,345,13,3017,1452,1841,5400,6098,2914,7158,4622,5562,2284,2244,2279,4829,4892,7465,19,107,12,1479,1621,1438
FW510-R12_contig_1_2636,219,174,289,197,40,0,383,157,210,769,776,421,1138,737,856,255,224,263,831,826,1239,11,30,6,280,255,228
FW510-R12_contig_1_2637,609,498,684,714,171,5,1580,810,1054,1897,2215,1049,3932,2544,3192,1230,1258,1125,3551,3226,4021,55,89,18,1545,1978,1699
FW510-R12_contig_1_2638,285,224,382,339,93,6,632,372,388,905,1118,551,1735,1236,1360,536,522,500,1319,1381,1767,24,59,21,621,650,543
FW510-R12_contig_1_2639,252,226,292,310,62,0,623,293,390,1003,1220,570,1500,1077,1119,560,380,431,1085,1209,1756,27,47,6,729,910,726
FW510-R12_contig_1_264,107,58,103,106,22,0,197,89,114,354,587,246,499,330,382,173,132,134,284,346,549,5,14,4,102,96,120
FW510-R12_contig_1_2640,186,121,195,219,58,3,294,203,212,838,984,581,1003,653,712,227,234,276,769,757,1087,6,2,2,313,373,306
FW510-R12_contig_1_2641,121,109,119,153,40,2,244,133,179,446,658,328,753,482,584,196,168,173,530,642,997,5,8,5,361,414,323
FW510-R12_contig_1_2642,535,362,469,542,152,4,1089,664,830,2876,2811,1377,4180,2786,2713,1275,1140,964,2985,3284,5232,86,80,34,4598,4744,3784
FW510-R12_contig_1_2643,215,139,194,245,66,2,440,236,283,689,856,446,1062,725,856,390,342,357,765,783,999,8,28,3,237,309,225
FW510-R12_contig_1_2644,581,337,577,538,136,6,1154,562,639,1483,1752,818,2421,1728,1986,944,881,815,1833,1921,2899,28,89,16,664,739,623
FW510-R12_contig_1_2645,506,271,504,693,154,8,1523,670,936,2169,2281,1202,3059,2140,2341,1078,1133,1045,2008,2234,2639,15,36,9,638,811,677
FW510-R12_contig_1_2646,2128,1763,2198,2181,486,25,3180,1709,1851,4585,7043,3128,7469,4761,6114,3194,2443,2422,8302,8465,11053,113,142,53,5375,5474,5192
FW510-R12_contig_1_2647,101,90,107,122,24,1,216,95,112,318,408,178,430,310,391,173,160,132,407,418,725,1,5,1,263,270,253
FW510-R12_contig_1_2648,419,237,359,379,104,4,662,357,397,1062,1510,652,1679,1203,1311,548,492,421,1239,1422,1843,16,39,6,1072,1118,1066
FW510-R12_contig_1_2649,219,125,160,305,65,4,518,307,413,1033,1540,677,1665,996,1172,563,503,609,1106,1219,1799,35,38,6,318,335,292
FW510-R12_contig_1_265,150,91,144,93,35,1,156,112,123,434,573,271,638,435,454,217,140,156,401,411,600,4,14,1,140,124,127
FW510-R12_contig_1_2650,1058,652,935,2263,609,25,3960,2039,3473,6604,8553,4157,10016,6223,7779,4085,4220,5719,7789,7737,11946,18,117,10,1844,1861,1610
FW510-R12_contig_1_2651,293,226,271,318,60,1,540,348,331,897,1469,731,1401,989,1207,464,435,458,1139,1190,1935,4,24,3,736,860,796
FW510-R12_contig_1_2652,625,503,670,725,171,2,1212,686,840,1760,2581,1214,3150,2054,2564,1191,1060,992,2317,2667,3892,30,51,17,2315,2779,2270
FW510-R12_contig_1_2653,230,161,264,234,35,2,348,159,182,864,1108,499,937,577,838,283,265,298,645,725,1104,14,26,7,307,354,268
FW510-R12_contig_1_2654,914,659,969,1304,333,11,2187,1108,1640,4756,6485,3279,5965,3783,4299,1897,1981,2140,3616,4032,5597,24,42,12,1240,1371,1229
FW510-R12_contig_1_2655,680,343,479,1288,386,15,1821,936,1931,3862,5414,3000,4645,3097,4379,1555,2280,2562,3033,3567,4889,15,15,7,721,646,544
FW510-R12_contig_1_2656,1868,1235,1996,2802,637,20,6109,2936,3887,12236,13804,6256,14618,9420,10754,5753,5700,5686,10536,10448,14150,24,101,24,2691,3021,2441
FW510-R12_contig_1_2657,748,472,761,1264,342,14,2739,1415,1933,5009,6592,3135,6810,4180,4759,2630,2728,2866,4360,4621,5701,30,53,16,1137,1112,1005
FW510-R12_contig_1_2658,666,471,587,880,193,12,1366,716,1019,1821,2167,1230,3089,2109,2536,1223,1018,1037,2425,2649,3906,28,40,10,833,830,742
FW510-R12_contig_1_2659,1090,884,1002,1051,216,11,1804,923,1224,1955,2293,1217,4403,3099,3996,1611,1303,1276,3879,4129,5803,33,47,17,3583,4126,3304
FW510-R12_contig_1_266,528,419,324,947,192,6,2337,1290,2171,15309,8057,3575,6410,4891,4242,2206,2000,2182,2549,2886,2647,49,37,20,3212,2944,2829
FW510-R12_contig_1_2660,1695,1294,1579,1240,280,14,2215,1236,1601,2734,3860,2156,6300,4543,5382,1665,1791,1578,5014,5136,7062,39,62,15,3539,3993,3170
FW510-R12_contig_1_2661,655,438,598,851,260,13,1768,918,1170,4316,4789,2281,5012,3563,3880,1542,1681,1651,3488,3607,5146,18,64,12,1721,1901,1682
FW510-R12_contig_1_2662,69,30,70,54,26,1,124,59,82,307,336,123,336,247,293,149,87,97,172,206,366,1,1,4,75,119,69
FW510-R12_contig_1_2663,276,206,314,521,148,3,1210,543,955,4136,4862,2272,3766,2168,2311,968,1292,1434,1836,1940,2809,18,17,2,217,250,233
FW510-R12_contig_1_2664,139,98,119,217,35,1,351,182,201,890,870,431,1142,727,856,317,253,256,919,1069,1578,4,27,2,892,877,804
FW510-R12_contig_1_2665,85,57,74,110,26,0,248,109,177,1080,845,408,1150,672,615,222,179,195,572,740,1234,27,27,13,679,667,633
FW510-R12_contig_1_2666,1503,1069,1397,1801,321,14,2986,1727,2139,7994,7936,3915,8945,5984,6997,2720,2433,2489,7861,8195,10445,110,154,79,6539,8108,7006
FW510-R12_contig_1_2667,446,345,430,506,87,3,837,408,597,4878,2222,1062,2583,1740,1951,725,515,517,1604,1801,2664,18,38,5,1296,1428,1186
FW510-R12_contig_1_2668,378,274,378,518,106,2,895,432,522,1543,1484,687,2219,1346,1678,689,571,656,1784,1721,2555,14,34,11,702,864,680
FW510-R12_contig_1_2669,604,465,623,623,165,14,1167,541,735,1693,2202,1055,2919,1978,2419,942,940,772,2601,2521,3522,18,32,8,1618,1728,1516
FW510-R12_contig_1_267,86,93,94,164,31,0,552,283,367,1250,848,348,1086,726,883,520,411,351,791,908,1219,15,31,11,897,843,659
FW510-R12_contig_1_2670,529,346,514,625,126,5,1018,582,704,1467,1972,985,2481,1632,1928,909,852,850,1811,2045,2478,14,21,5,410,527,501
FW510-R12_contig_1_2671,314,210,313,432,85,3,684,388,509,1145,1542,692,1823,1276,1494,628,515,638,1379,1502,2310,18,12,5,512,677,526
FW510-R12_contig_1_2672,332,225,312,355,82,1,630,338,395,1150,1435,720,1761,1194,1419,603,528,542,1360,1258,1993,9,12,4,501,587,498
FW510-R12_contig_1_2673,160,103,117,145,35,0,175,99,122,257,420,205,480,318,384,139,85,144,364,348,545,4,12,4,124,150,110
FW510-R12_contig_1_2674,2412,1647,2483,3204,668,58,6108,2687,4288,11551,11629,5376,15797,9746,13049,4851,4096,4394,10451,11357,14380,108,103,45,3663,3482,3111
FW510-R12_contig_1_2675,1584,1125,1582,1595,382,16,3069,1543,1893,5587,6762,3678,7845,5167,6071,2414,2077,2199,5398,5418,7375,35,136,25,999,1041,944
FW510-R12_contig_1_2676,231,137,161,216,55,2,308,155,236,701,865,500,1063,649,913,275,344,332,665,796,881,4,6,3,400,374,351
FW510-R12_contig_1_2677,3348,2304,3571,3785,946,36,8381,4063,5322,25075,19673,9110,22311,15456,14689,6222,5907,5176,13676,14431,21155,91,246,59,8872,9151,7438
FW510-R12_contig_1_2678,204,134,171,169,62,2,382,182,215,403,520,262,823,670,783,324,296,256,692,756,1042,5,18,9,588,677,526
FW510-R12_contig_1_2679,303,181,220,284,72,2,399,234,365,550,728,413,1128,784,987,478,371,437,886,922,1673,6,15,2,459,446,350
FW510-R12_contig_1_268,13,7,1,8,3,0,13,11,21,47,52,32,46,55,48,19,12,14,32,54,54,1,1,2,33,24,16
FW510-R12_contig_1_2680,192,111,163,148,30,2,291,177,235,514,432,236,876,610,716,242,243,249,744,742,1005,9,17,14,542,605,512
FW510-R12_contig_1_2681,105,57,72,100,19,0,100,57,80,213,306,162,351,243,270,85,81,87,280,321,463,1,4,1,130,173,113
FW510-R12_contig_1_2682,235,168,247,264,52,3,361,201,261,511,659,364,1002,637,887,353,300,292,834,870,1283,7,27,3,411,460,449
FW510-R12_contig_1_2683,73,61,91,65,14,1,108,54,76,184,218,118,348,218,260,95,129,86,264,263,401,1,5,1,133,188,128
FW510-R12_contig_1_2684,58,42,73,39,8,0,86,64,77,229,210,79,272,182,213,81,77,57,254,214,405,5,14,11,181,234,164
FW510-R12_contig_1_2685,73,49,77,86,20,0,142,96,129,804,502,284,566,396,422,97,126,127,316,385,593,30,20,19,359,521,314
FW510-R12_contig_1_2686,1008,746,1026,1018,224,21,1937,911,1209,3495,3913,1934,4428,2883,3639,1570,1332,1320,3270,3385,4665,31,63,9,1434,1586,1421
FW510-R12_contig_1_2687,395,297,286,500,84,8,1681,791,1217,1523,1543,893,3558,2413,2874,1318,1269,1247,3379,2963,3426,116,113,33,1486,1686,1506
FW510-R12_contig_1_2688,97,93,108,83,17,1,94,74,88,194,183,64,286,204,235,109,60,49,273,247,393,11,20,3,1290,1332,1269
FW510-R12_contig_1_2689,23,21,33,30,14,0,52,45,51,40,68,36,85,64,106,79,56,47,84,88,98,5,0,5,36,54,33
FW510-R12_contig_1_269,164,96,152,216,49,1,312,135,197,613,929,413,891,503,662,255,241,307,448,543,829,8,9,7,85,92,97
FW510-R12_contig_1_2690,163,124,147,211,49,2,466,236,310,364,512,278,769,502,801,466,439,399,559,619,822,4,8,6,229,283,171
FW510-R12_contig_1_2691,78,32,54,90,42,0,187,100,144,322,487,221,478,296,412,163,172,205,306,439,590,0,10,0,62,85,58
FW510-R12_contig_1_2692,174,138,124,252,62,0,441,246,327,657,859,408,1105,771,953,455,431,414,873,907,1227,6,4,7,453,442,461
FW510-R12_contig_1_2693,112,124,122,157,37,0,290,137,210,1172,1193,586,882,635,806,233,197,282,520,649,881,12,9,11,262,363,269
FW510-R12_contig_1_2694,18,11,5,6,0,0,6,8,11,40,77,22,43,26,53,9,2,9,32,38,65,0,0,1,23,22,22
FW510-R12_contig_1_2695,164,120,149,239,73,1,316,181,254,316,420,206,772,480,695,322,270,270,549,682,938,7,8,2,216,234,253
FW510-R12_contig_1_2696,6,8,6,13,1,0,8,10,5,11,17,14,49,20,33,2,9,19,38,45,50,0,5,0,23,14,22
FW510-R12_contig_1_2697,162,106,139,197,35,2,314,196,244,233,276,127,878,673,986,251,240,231,1035,908,1265,17,21,10,495,502,494
FW510-R12_contig_1_2698,30,36,32,92,18,0,266,134,144,110,114,80,480,358,481,262,210,161,559,589,672,15,18,2,443,339,469
FW510-R12_contig_1_2699,354,308,378,504,88,1,804,497,549,550,977,463,2039,1356,1853,838,685,643,1798,2074,3006,22,30,16,1899,1984,1726
FW510-R12_contig_1_27,160,126,206,206,52,0,378,188,258,590,942,450,1044,675,743,262,307,264,770,853,1116,6,16,2,250,352,251
FW510-R12_contig_1_270,217,150,173,385,81,3,629,319,466,795,1277,703,1310,861,1298,587,546,688,1078,1177,1667,6,14,2,185,179,200
FW510-R12_contig_1_2700,98,66,78,142,38,4,324,176,210,200,253,145,441,369,480,301,243,213,474,592,1018,9,8,3,467,541,576
FW510-R12_contig_1_2701,536,368,497,598,106,6,1078,541,593,934,955,479,1871,1371,1771,914,712,593,1764,1880,2810,51,57,44,2181,2552,2147
FW510-R12_contig_1_2702,893,642,856,1398,270,7,2528,1363,1679,6439,7060,3869,7652,5456,6587,2104,2100,2176,7248,7136,8936,77,216,41,8701,7397,7280
FW510-R12_contig_1_2703,156,156,121,301,71,2,658,341,413,2397,1902,933,2571,1751,1778,669,620,623,1956,2000,2512,41,82,19,2435,2388,2218
FW510-R12_contig_1_2704,73,47,51,93,25,0,108,67,92,156,223,118,262,166,179,88,74,113,162,248,312,0,4,3,69,79,67
FW510-R12_contig_1_2705,152,103,147,196,23,3,290,169,249,661,577,341,771,609,649,257,233,234,768,655,1000,10,9,4,296,342,251
FW510-R12_contig_1_2706,638,565,527,725,126,4,1214,653,741,971,1154,532,2723,1991,2658,1063,858,679,2704,3052,4328,138,187,77,4743,5070,5147
FW510-R12_contig_1_2707,288,175,269,453,99,9,929,449,572,1466,2287,1025,2298,1455,1692,757,779,859,1728,1787,2516,8,15,7,349,406,349
FW510-R12_contig_1_2708,139,97,151,291,48,1,634,277,418,699,893,402,1553,904,1108,386,359,516,1007,1107,1055,6,10,1,252,288,211
FW510-R12_contig_1_2709,197,167,217,276,70,3,486,285,310,704,770,391,1122,808,987,393,431,353,913,963,1307,2,9,3,714,626,576
FW510-R12_contig_1_271,664,447,707,1045,283,10,2342,1191,1578,2995,4413,1948,5359,3493,4412,2285,2437,2373,4073,4176,5416,29,66,22,1072,983,954
FW510-R12_contig_1_2710,330,227,340,453,87,2,1011,530,594,1562,1561,814,2245,1520,1889,821,736,583,1947,1941,2868,35,70,19,1782,1643,1466
FW510-R12_contig_1_2711,156,101,109,338,63,1,589,314,379,1497,1805,836,1669,1063,1382,578,526,514,1472,1387,1862,15,72,15,1498,1284,1266
FW510-R12_contig_1_2712,567,360,469,670,211,11,981,583,823,1939,2699,1236,2544,1791,2232,882,889,843,1708,1945,3011,17,35,3,710,783,649
FW510-R12_contig_1_2713,8895,8101,9730,9628,2991,97,24251,11579,16678,28059,25007,15135,48091,33391,36654,17534,14608,13610,33755,34663,46552,28,32,16,22019,19860,17360
FW510-R12_contig_1_2714,1694,1108,1726,1683,509,24,2882,1299,1967,6021,6704,3443,6327,4072,5234,1928,1956,1991,3601,4024,5287,5,7,3,918,860,679
FW510-R12_contig_1_2715,265,236,181,476,82,4,1560,898,953,672,872,457,3215,2366,3094,1557,1173,1016,3767,3629,4444,108,121,70,3489,3834,3892
FW510-R12_contig_1_2716,130,85,131,159,47,2,263,134,215,409,469,240,584,384,492,242,194,173,368,484,662,12,11,8,209,190,157
FW510-R12_contig_1_2717,435,322,251,608,77,4,1807,980,1508,1599,1995,1222,5264,3967,4474,1492,1358,1380,5411,5316,7131,60,82,31,5687,5412,6572
FW510-R12_contig_1_2718,334,230,246,538,112,6,1328,575,882,1942,2267,1255,3380,2539,2864,1156,1169,1090,2804,2757,3322,24,38,16,842,919,878
FW510-R12_contig_1_2719,477,284,425,811,214,6,1622,884,1563,3499,4232,2085,4125,2689,3505,1675,1461,1828,3103,3386,4009,6,21,6,795,896,828
FW510-R12_contig_1_272,75,37,31,91,9,0,270,162,187,266,285,135,567,416,477,276,207,160,674,696,965,22,17,11,914,818,911
FW510-R12_contig_1_2720,333,209,351,678,170,4,1416,669,1143,1756,2125,1026,3365,2150,2187,905,953,1093,2622,2522,3541,25,33,25,748,711,646
FW510-R12_contig_1_2721,505,317,491,666,167,7,1023,508,718,1766,2526,1169,2782,1861,2287,951,932,942,1924,2280,3012,6,26,5,868,978,845
FW510-R12_contig_1_2722,218,115,155,229,47,2,369,185,210,584,879,398,922,640,735,353,290,247,649,682,970,4,22,5,248,315,295
FW510-R12_contig_1_2723,3064,1703,3152,4636,880,25,9088,4810,6751,6954,7865,3886,12172,7323,12869,7597,6922,7445,17366,18082,24588,67,130,39,11736,11791,10969
FW510-R12_contig_1_2724,398,322,382,558,124,10,1137,653,784,1990,2466,1199,2723,2012,2272,1149,1023,1154,2423,2510,3639,48,55,25,2435,3005,2514
FW510-R12_contig_1_2725,65,64,71,94,29,1,265,139,168,339,347,169,576,365,389,260,142,227,480,509,677,4,15,5,190,226,227
FW510-R12_contig_1_2726,63,29,36,60,9,0,97,41,60,103,182,68,254,176,199,101,78,49,191,245,403,4,9,4,214,341,278
FW510-R12_contig_1_2727,93,64,91,99,28,0,223,138,137,337,372,198,656,440,498,225,193,163,443,520,962,6,20,5,715,1011,1086
FW510-R12_contig_1_2728,701,531,681,836,192,8,2197,1027,1393,3088,3226,1564,4991,3297,3871,1952,1872,1567,4241,4552,4453,30,154,28,4310,4567,4075
FW510-R12_contig_1_2729,327,151,279,622,170,7,1162,633,1109,1500,2230,1036,2897,1689,1803,1119,1160,1186,1876,1996,3178,2,2,2,284,284,207
FW510-R12_contig_1_273,71,32,38,67,16,0,174,109,107,132,159,100,394,242,326,168,77,118,275,370,476,0,9,3,141,177,157
FW510-R12_contig_1_2730,111,59,94,244,51,3,472,240,344,570,963,486,1007,604,806,618,505,520,857,1021,1385,10,10,7,227,280,219
