target_id,X_3H11_A_T42_repeat_L1,X_3H11_B_T42_repeat_L1,X_3H11_C_T42_repeat_L1,X_SynCom_A_T42_repeat_L1,X_SynCom_B_T42_repeat_L1,X_SynCom_C_T42_repeat_L1,X_3H11_A_T53_repeat_L1,X_3H11_B_T53_repeat_L1,X_3H11_C_T53_repeat_L1,X_SynCom_A_T53_repeat_L1,X_SynCom_B_T53_repeat_L1,X_SynCom_C_T53_repeat_L1,X_SynCom_A_T71_repeat_L1,X_SynCom_B_T71_repeat_L1,X_SynCom_C_T71_repeat_L1,X_SynCom_A_T95_repeat_L1,X_SynCom_B_T95_repeat_L1,X_SynCom_C_T95_repeat_L1,X_SynCom_A_T142_repeat_L1,X_SynCom_B_T142_repeat_L1,X_SynCom_C_T142_repeat_L1
GW101-3H11_contig_1_1166,414,421,399,302,315,389,42,43,53,133,36,0,136,105,99,98,92,101,604,429,298
GW101-3H11_contig_1_1167,1238,1068,1265,656,669,843,63,116,73,448,88,5,628,442,316,363,278,280,683,488,350
GW101-3H11_contig_1_1168,703,727,651,545,559,762,100,59,86,342,122,6,433,271,279,259,234,191,134,102,67
GW101-3H11_contig_1_1169,316,372,368,365,433,489,46,46,40,249,49,1,300,150,195,239,189,152,14,24,10
GW101-3H11_contig_1_117,104,128,122,129,118,170,20,13,36,37,6,1,38,24,11,32,27,24,2,4,3
GW101-3H11_contig_1_1170,1407,2403,2825,1990,2527,2220,58,35,47,316,359,15,477,161,235,879,705,556,48,32,20
GW101-3H11_contig_1_1171,2110,3209,3388,2556,3395,3167,33,50,44,505,312,13,1209,719,663,1509,1484,1539,478,472,233
GW101-3H11_contig_1_1172,2268,3365,3599,2489,3460,3224,107,322,330,589,420,16,1749,1165,1152,898,1274,1526,3027,2842,2199
GW101-3H11_contig_1_1173,416,468,426,446,543,541,19,36,18,143,61,4,268,148,156,133,144,104,116,68,61
GW101-3H11_contig_1_1174,3699,3242,3170,2615,3072,3725,234,167,136,1402,381,16,1710,1135,1076,1050,918,851,378,355,184
GW101-3H11_contig_1_1175,806,833,737,699,788,999,74,56,98,331,108,6,399,254,243,184,193,149,538,376,372
GW101-3H11_contig_1_1176,5086,5044,4273,5282,5842,6924,439,316,461,1962,632,36,2096,1245,1242,1278,1088,952,3119,2574,1859
GW101-3H11_contig_1_1177,245,290,316,566,650,650,3,21,56,82,20,0,121,58,76,74,42,64,75,32,40
GW101-3H11_contig_1_1178,894,986,860,1061,1233,1503,20,42,76,327,92,0,454,217,260,281,196,197,59,36,27
GW101-3H11_contig_1_1179,2254,2267,1995,2070,2344,2712,191,159,181,912,246,5,1048,539,598,731,680,562,83,78,59
GW101-3H11_contig_1_118,103,118,96,108,147,149,2,5,1,39,16,0,57,65,59,51,34,37,9,5,6
GW101-3H11_contig_1_1180,1351,1303,1149,1011,1055,1373,33,46,63,427,149,16,510,381,384,344,296,280,276,214,162
GW101-3H11_contig_1_1181,1765,1782,1502,1289,1486,1707,117,188,213,652,266,17,807,591,471,497,420,342,252,188,170
GW101-3H11_contig_1_1182,3372,3359,2842,2449,2719,3479,189,230,198,1164,279,19,1540,800,911,927,812,862,49,47,27
GW101-3H11_contig_1_1183,32,34,34,22,21,51,0,0,0,13,4,0,16,4,0,11,6,16,0,6,0
GW101-3H11_contig_1_1184,49,48,33,34,45,62,0,0,1,10,3,0,20,8,5,9,19,24,4,4,1
GW101-3H11_contig_1_1185,161,161,143,128,134,241,4,3,16,52,7,1,66,37,37,79,83,67,32,30,18
GW101-3H11_contig_1_1186,27,30,17,27,23,28,0,0,0,16,0,0,20,7,5,13,13,12,1,2,0
GW101-3H11_contig_1_1187,84,67,44,73,57,134,3,4,1,47,4,0,47,21,28,25,38,36,8,2,4
GW101-3H11_contig_1_1188,42,43,40,29,20,41,3,9,2,9,2,0,32,12,6,20,19,22,0,0,0
GW101-3H11_contig_1_1189,9,17,6,3,10,17,0,0,0,5,0,0,3,1,3,3,0,6,0,1,0
GW101-3H11_contig_1_119,651,605,483,558,477,728,58,94,128,240,83,9,285,198,183,171,121,114,73,59,43
GW101-3H11_contig_1_1190,4,3,0,3,2,4,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0
GW101-3H11_contig_1_1191,19,13,24,8,16,27,0,3,0,7,0,1,17,14,7,11,11,4,0,0,1
GW101-3H11_contig_1_1192,7,6,3,4,1,6,0,1,0,4,0,0,6,3,5,3,0,0,0,0,0
GW101-3H11_contig_1_1193,25,4,15,9,20,12,1,0,0,7,1,0,11,12,2,0,6,3,3,2,3
GW101-3H11_contig_1_1194,43,39,32,20,30,60,2,2,0,22,6,0,32,13,13,31,33,24,3,0,1
GW101-3H11_contig_1_1195,95,74,47,52,69,105,2,1,9,43,7,3,51,28,31,35,54,49,12,7,11
GW101-3H11_contig_1_1196,303,349,257,162,265,215,2,6,0,95,36,2,158,100,105,82,49,99,80,67,26
GW101-3H11_contig_1_1197,2425,2370,2103,1466,1666,1920,45,78,61,804,231,6,759,444,491,428,341,301,1092,976,593
GW101-3H11_contig_1_1198,17,38,32,15,11,14,2,0,12,7,6,0,11,7,4,8,12,14,13,14,6
GW101-3H11_contig_1_1199,41,44,52,32,49,49,1,3,3,17,6,0,15,15,6,15,15,10,10,9,5
GW101-3H11_contig_1_12,11,9,12,36,19,44,0,1,5,5,0,0,13,9,8,9,2,5,3,6,0
GW101-3H11_contig_1_120,120,132,128,162,201,215,5,6,9,48,27,1,127,65,67,54,64,33,36,20,17
GW101-3H11_contig_1_1200,23,37,23,4,12,21,0,0,1,7,6,0,13,7,4,7,0,10,8,7,4
GW101-3H11_contig_1_1201,299,326,261,390,414,487,47,35,42,165,47,2,208,116,135,123,114,82,48,35,28
GW101-3H11_contig_1_1202,125,124,118,145,167,160,10,17,14,37,13,3,72,33,37,66,61,43,86,83,37
GW101-3H11_contig_1_1203,19,18,21,13,12,21,5,3,0,6,0,0,12,4,6,6,21,3,20,10,11
GW101-3H11_contig_1_1204,77,68,59,37,40,61,10,6,10,26,10,1,16,20,19,29,17,30,18,8,10
GW101-3H11_contig_1_1205,61,72,85,37,43,55,1,8,6,19,9,0,38,13,16,34,24,6,98,73,42
GW101-3H11_contig_1_1206,41,38,31,18,22,26,5,2,4,6,1,0,2,5,9,11,10,2,2,0,1
GW101-3H11_contig_1_1207,81,79,64,110,77,94,5,2,10,27,14,3,53,22,9,23,29,23,4,7,3
GW101-3H11_contig_1_1208,112,124,91,84,98,118,4,4,2,20,16,0,46,33,29,28,13,25,27,10,28
GW101-3H11_contig_1_1209,30,32,30,29,33,43,5,1,0,6,1,0,19,5,4,17,4,5,3,4,0
GW101-3H11_contig_1_121,380,499,376,611,671,783,59,46,59,219,65,9,222,152,164,133,110,104,250,184,152
GW101-3H11_contig_1_1210,123,105,128,21,18,17,1,1,0,16,12,0,8,6,15,11,16,19,5,3,2
GW101-3H11_contig_1_1211,46,36,40,12,5,5,0,0,0,9,2,0,4,5,0,3,0,8,0,3,4
GW101-3H11_contig_1_1212,187,158,151,45,34,38,0,2,0,17,8,1,24,8,9,30,27,34,1,0,0
GW101-3H11_contig_1_1213,30,31,32,0,10,5,2,0,0,4,0,0,4,2,0,5,4,1,1,1,0
GW101-3H11_contig_1_1214,292,316,292,70,72,80,2,2,0,39,7,0,48,20,22,71,64,45,14,18,4
GW101-3H11_contig_1_1215,210,154,152,36,34,49,2,0,0,36,8,1,28,10,4,51,25,17,0,4,0
GW101-3H11_contig_1_1216,662,543,570,156,149,212,19,23,41,79,19,3,94,34,67,97,121,65,161,107,116
GW101-3H11_contig_1_1217,77,61,90,25,17,18,3,7,23,14,4,3,19,10,15,17,14,21,17,11,4
GW101-3H11_contig_1_1218,59,57,53,10,16,17,4,6,7,9,2,0,6,2,1,5,13,9,2,1,2
GW101-3H11_contig_1_1219,267,203,217,82,63,91,1,2,4,30,8,0,22,9,11,49,13,21,3,3,2
GW101-3H11_contig_1_122,171,160,166,163,155,233,14,18,25,104,32,0,143,83,94,68,77,56,19,35,14
GW101-3H11_contig_1_1220,351,317,279,99,74,109,2,2,0,59,19,0,52,20,24,75,44,28,23,6,19
GW101-3H11_contig_1_1221,42,75,48,49,52,66,15,25,7,41,8,1,41,38,23,17,20,21,1,4,1
GW101-3H11_contig_1_1222,314,316,329,93,86,115,11,7,9,35,14,0,44,22,15,63,51,29,33,24,19
GW101-3H11_contig_1_1223,20,25,22,10,5,6,0,0,0,3,1,0,0,1,0,0,0,0,0,2,1
GW101-3H11_contig_1_1224,133,108,140,52,37,78,3,1,5,21,2,0,14,15,17,22,10,29,21,4,16
GW101-3H11_contig_1_1225,135,183,168,87,91,0,4,2,15,56,8,0,29,0,14,31,20,36,37,13,10
GW101-3H11_contig_1_1226,26,30,32,22,26,29,2,2,2,10,3,0,7,5,12,6,3,3,2,4,2
GW101-3H11_contig_1_1227,44,39,26,23,22,32,2,3,4,7,7,0,11,8,6,10,6,7,14,10,4
GW101-3H11_contig_1_1228,7,13,5,5,4,12,1,0,1,2,2,0,2,1,0,2,0,1,2,4,1
GW101-3H11_contig_1_1229,75,89,78,40,31,73,4,7,16,15,3,0,11,5,12,11,17,4,4,7,5
GW101-3H11_contig_1_123,188,178,174,283,275,313,52,60,64,241,101,3,383,257,245,175,156,146,13,12,14
GW101-3H11_contig_1_1230,10,10,2,11,3,6,0,0,4,1,0,0,0,0,1,4,0,1,1,1,2
GW101-3H11_contig_1_1231,45,49,53,25,26,30,0,0,0,12,3,0,6,3,4,6,6,5,0,1,1
GW101-3H11_contig_1_1232,23,31,38,17,11,16,0,1,0,3,1,0,3,1,2,4,5,2,0,1,2
GW101-3H11_contig_1_1233,2,3,1,3,1,3,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
GW101-3H11_contig_1_1234,741,899,920,241,350,412,259,311,295,639,366,14,1458,1084,945,1696,2174,2532,2036,3503,1573
GW101-3H11_contig_1_1235,122,155,165,128,132,189,9,6,3,71,24,0,146,62,80,123,197,200,930,651,432
GW101-3H11_contig_1_1236,84,62,69,55,55,63,4,7,6,33,19,3,96,68,55,41,39,30,38,38,21
GW101-3H11_contig_1_1237,77,90,86,49,47,87,9,10,8,43,6,0,113,52,74,25,50,62,18,25,13
GW101-3H11_contig_1_1238,507,435,389,415,454,624,55,45,50,213,81,8,261,184,165,176,92,137,471,294,265
GW101-3H11_contig_1_1239,465,395,363,392,399,560,77,71,100,257,72,6,317,213,198,127,126,137,250,150,134
GW101-3H11_contig_1_124,30,44,33,76,86,75,1,11,3,46,15,0,79,43,52,33,28,21,26,19,12
GW101-3H11_contig_1_1240,40,21,35,31,39,50,7,6,5,11,6,0,19,17,15,7,6,6,1,0,0
GW101-3H11_contig_1_1241,24,31,22,17,23,13,0,3,1,8,3,0,5,6,3,1,2,5,8,3,5
GW101-3H11_contig_1_1242,47,100,74,47,76,94,9,6,25,21,6,1,47,22,17,11,7,20,42,18,23
GW101-3H11_contig_1_1243,66,62,63,37,46,74,5,3,9,20,7,0,34,15,16,14,7,28,118,73,80
GW101-3H11_contig_1_1244,836,933,812,737,824,1090,24,43,28,380,121,8,437,274,271,210,201,229,1010,734,492
GW101-3H11_contig_1_1245,209,195,211,216,247,309,9,3,3,36,20,1,109,40,48,97,144,119,140,109,83
GW101-3H11_contig_1_1246,5009,5218,5016,4165,4796,5698,596,758,1089,2493,938,43,2747,1833,1781,1705,1461,1254,493,462,253
GW101-3H11_contig_1_1247,1176,1694,1453,1310,1679,1731,18,31,47,538,206,15,1160,656,655,961,908,1265,2381,1754,1198
GW101-3H11_contig_1_1248,692,899,802,825,939,938,29,26,18,266,112,1,501,314,321,317,230,331,641,597,444
GW101-3H11_contig_1_1249,1229,1622,1426,1231,1478,1355,83,64,53,449,130,2,563,341,417,494,405,462,276,142,144
GW101-3H11_contig_1_125,50,92,92,104,144,136,3,1,5,32,9,1,131,81,72,72,71,88,12,6,2
GW101-3H11_contig_1_1250,4232,4547,4174,3774,4411,5280,84,113,131,1496,535,20,1978,1399,1347,1149,927,892,1659,1361,746
GW101-3H11_contig_1_1251,1897,2107,1833,2119,2299,2772,104,155,160,560,217,7,1119,669,668,577,510,506,123,97,66
GW101-3H11_contig_1_1252,238,263,205,370,423,540,8,8,15,116,27,0,223,102,108,120,103,109,52,43,23
GW101-3H11_contig_1_1253,175,162,149,220,213,224,12,5,9,50,27,2,94,55,43,63,52,54,12,14,9
GW101-3H11_contig_1_1254,334,324,274,401,466,479,21,18,6,107,28,0,176,90,122,100,101,101,19,35,9
GW101-3H11_contig_1_1255,76,85,133,106,129,162,1,2,4,10,2,0,62,32,32,63,50,42,6,3,0
GW101-3H11_contig_1_1256,434,418,399,473,446,621,34,49,48,183,47,1,286,131,164,298,233,270,121,145,71
GW101-3H11_contig_1_1257,2245,2221,1848,956,1115,1319,212,228,206,1030,393,12,1527,1111,939,804,651,766,1187,961,697
GW101-3H11_contig_1_1258,579,653,605,469,628,662,53,64,62,256,78,4,403,246,233,189,182,189,212,169,132
GW101-3H11_contig_1_1259,40,35,46,62,61,33,2,1,1,18,12,0,35,26,22,16,19,14,15,11,10
GW101-3H11_contig_1_126,52,50,76,45,71,72,3,5,1,19,15,0,29,22,15,18,13,12,31,19,7
GW101-3H11_contig_1_1260,107,175,124,147,156,162,9,2,5,75,34,2,114,76,77,46,48,50,237,132,115
GW101-3H11_contig_1_1261,159,176,133,150,152,187,14,15,7,84,36,1,161,118,87,57,55,93,311,170,183
GW101-3H11_contig_1_1262,33,23,30,23,39,42,5,3,16,31,5,0,30,18,34,31,17,22,34,27,23
GW101-3H11_contig_1_1263,579,653,605,469,628,662,53,64,62,256,78,4,403,246,233,189,182,189,212,169,132
GW101-3H11_contig_1_1264,1121,1402,1275,1004,1341,1659,70,70,83,687,211,12,1656,1148,1164,804,878,852,668,550,304
GW101-3H11_contig_1_1265,603,902,823,627,909,1106,66,59,43,409,109,3,2087,1170,1327,721,932,937,238,419,189
GW101-3H11_contig_1_1266,4,22,15,20,20,8,3,2,7,7,2,0,8,6,2,5,6,2,21,11,12
GW101-3H11_contig_1_1267,116,146,128,157,153,171,9,20,25,50,21,0,95,44,49,61,48,18,57,58,25
GW101-3H11_contig_1_1268,45,68,89,45,82,86,0,0,0,9,5,0,30,22,15,25,15,10,1,5,1
GW101-3H11_contig_1_1269,8,25,21,33,38,23,0,3,0,15,3,0,25,6,14,17,5,9,425,234,156
GW101-3H11_contig_1_127,8410,3187,650,798,879,756,41,59,114,155,23,0,133,73,107,89,108,115,74,25,34
GW101-3H11_contig_1_1270,23,15,14,14,15,17,7,11,6,12,4,0,12,14,9,11,4,4,773,316,371
GW101-3H11_contig_1_1271,22,23,21,26,24,32,3,10,8,14,2,2,19,14,15,14,2,13,51,32,19
GW101-3H11_contig_1_1272,69,62,79,57,62,87,4,9,5,40,19,0,55,39,24,22,58,26,110,78,69
GW101-3H11_contig_1_1273,19,14,26,12,19,35,2,2,3,15,2,0,18,10,7,11,7,9,15,4,7
GW101-3H11_contig_1_1274,105,139,96,161,162,185,9,6,0,42,16,0,83,47,55,31,26,59,160,126,93
GW101-3H11_contig_1_1275,456,465,444,422,583,582,10,27,27,122,61,1,203,150,150,126,110,90,51,23,31
GW101-3H11_contig_1_1276,154,174,157,199,251,270,4,2,5,25,9,0,44,24,25,50,34,32,3,2,0
GW101-3H11_contig_1_1277,106,117,111,178,195,229,1,9,1,22,1,0,41,15,11,36,48,51,4,4,1
GW101-3H11_contig_1_1278,192,208,200,292,313,349,2,6,13,57,21,2,87,40,52,90,104,106,3,0,1
GW101-3H11_contig_1_1279,38,23,43,60,71,112,2,1,0,10,4,0,16,17,13,20,4,7,4,0,0
GW101-3H11_contig_1_128,36,42,37,40,44,27,5,4,3,14,5,0,19,11,17,10,4,7,243,137,117
GW101-3H11_contig_1_1280,468,470,400,555,633,1190,17,34,19,214,76,4,278,196,191,188,186,169,111,67,71
GW101-3H11_contig_1_1281,126,80,83,104,139,275,7,4,8,55,13,0,71,31,39,33,17,24,9,6,4
GW101-3H11_contig_1_1282,85,69,79,122,64,220,12,13,16,37,19,0,39,28,39,38,9,39,6,6,4
GW101-3H11_contig_1_1283,112,75,70,83,95,232,4,7,0,44,16,1,77,45,37,45,41,40,12,7,7
GW101-3H11_contig_1_1284,146,116,91,131,129,336,19,21,21,67,12,1,62,49,45,41,33,30,87,68,33
GW101-3H11_contig_1_1285,36,25,18,22,20,88,3,3,4,5,4,0,11,5,10,4,2,6,3,7,1
GW101-3H11_contig_1_1286,918,904,772,720,860,1023,61,51,44,453,154,6,681,494,476,432,352,357,70,73,50
GW101-3H11_contig_1_1287,896,814,719,850,973,1274,21,54,80,301,117,6,303,280,242,203,206,186,109,103,74
GW101-3H11_contig_1_1288,618,569,522,552,632,883,26,37,45,191,73,1,252,162,142,182,135,137,127,93,85
GW101-3H11_contig_1_1289,205,218,175,175,159,278,39,11,21,134,33,1,193,147,151,144,134,107,6,1,2
GW101-3H11_contig_1_129,35,21,37,28,32,52,3,1,3,24,5,0,23,19,13,6,7,5,9,8,5
GW101-3H11_contig_1_1290,1242,1274,1176,1086,853,1506,219,194,247,760,209,17,1018,596,636,644,563,604,80,114,64
GW101-3H11_contig_1_1291,22,43,29,29,36,42,20,20,20,141,59,4,111,76,74,13,33,15,9,14,5
GW101-3H11_contig_1_1292,13,19,10,8,14,28,8,4,24,19,12,0,20,13,8,14,6,3,10,4,11
GW101-3H11_contig_1_1293,26,15,24,12,16,27,3,0,0,13,10,0,12,10,5,7,16,4,5,4,2
GW101-3H11_contig_1_1294,43,50,43,61,60,54,3,12,9,49,17,1,54,35,43,27,35,17,20,15,14
GW101-3H11_contig_1_1295,91,105,82,45,62,105,53,76,93,66,17,0,43,35,43,16,19,14,10,25,5
GW101-3H11_contig_1_1296,17,26,22,40,28,49,4,1,2,20,6,0,21,15,18,22,7,12,6,3,2
GW101-3H11_contig_1_1297,84,75,52,57,73,65,16,15,36,40,10,0,39,29,21,38,10,36,569,402,268
GW101-3H11_contig_1_1298,79,83,59,44,53,59,27,17,28,54,10,0,26,28,24,25,28,27,6,10,5
GW101-3H11_contig_1_1299,48,42,42,35,40,43,7,5,7,23,4,0,39,16,21,15,12,16,3,5,2
GW101-3H11_contig_1_13,5,5,4,12,8,6,0,0,0,6,2,0,1,2,0,4,2,1,0,0,0
GW101-3H11_contig_1_130,9936,10077,8836,11149,11701,16216,1024,1198,1054,3988,2392,77,5835,3691,3774,3013,3071,2923,2909,2039,1409
GW101-3H11_contig_1_1300,7,8,15,10,22,28,3,1,3,2,1,0,9,2,2,3,2,4,18,12,3
GW101-3H11_contig_1_1301,35,53,36,40,51,61,6,2,0,21,5,0,30,15,17,5,22,26,29,16,17
GW101-3H11_contig_1_1302,110,129,96,114,144,160,11,10,11,73,6,1,83,48,49,19,31,44,135,126,58
GW101-3H11_contig_1_1303,59,55,65,93,70,95,9,6,9,34,8,0,23,31,16,21,23,21,5,7,4
GW101-3H11_contig_1_1304,49,39,54,55,65,84,7,4,15,31,8,1,30,23,14,12,7,14,10,3,5
GW101-3H11_contig_1_1305,458,372,321,266,249,393,45,72,65,174,96,0,194,156,102,105,82,93,563,365,289
GW101-3H11_contig_1_1306,108,112,88,145,153,167,9,6,6,59,20,0,104,57,53,47,42,35,1,6,3
GW101-3H11_contig_1_1307,145,153,147,225,238,263,7,17,4,48,21,1,104,54,63,42,38,61,45,45,13
GW101-3H11_contig_1_1308,8831,8914,6191,11783,15008,24523,162,221,158,3038,735,38,5572,2624,3098,4321,3676,3521,243,327,119
GW101-3H11_contig_1_1309,1374,1344,1156,1612,2057,2776,26,24,35,328,59,6,581,309,424,519,394,367,219,127,110
GW101-3H11_contig_1_131,81,45,55,57,43,46,8,14,18,19,5,3,26,15,11,7,11,11,3,2,0
GW101-3H11_contig_1_1310,58,51,50,54,72,95,6,1,12,20,11,0,16,19,25,14,6,11,14,16,11
GW101-3H11_contig_1_1311,155,189,157,177,211,193,2,7,9,49,13,0,43,19,24,16,16,22,10,15,3
GW101-3H11_contig_1_1312,19,13,12,24,13,23,1,0,5,12,5,1,10,7,6,7,0,11,31,21,20
GW101-3H11_contig_1_1313,15,8,14,11,18,22,0,1,0,5,1,0,7,6,1,3,4,3,25,16,13
GW101-3H11_contig_1_1314,37,20,17,23,34,25,3,1,3,23,1,0,14,12,16,4,4,2,9,11,7
GW101-3H11_contig_1_1315,24,28,28,21,41,31,7,1,3,8,4,1,22,9,11,9,19,7,31,19,9
GW101-3H11_contig_1_1316,6,12,2,6,2,12,0,1,4,5,0,0,8,4,4,6,4,3,1,0,0
GW101-3H11_contig_1_1317,4,1,4,4,6,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0
GW101-3H11_contig_1_1318,12,6,7,6,4,8,3,6,0,2,3,0,4,6,2,3,6,1,1,3,2
GW101-3H11_contig_1_1319,1,1,3,3,2,1,0,0,0,1,1,0,3,8,0,3,2,4,0,1,1
GW101-3H11_contig_1_132,306,272,293,218,201,294,37,49,84,110,18,1,118,63,79,65,61,85,7,25,12
GW101-3H11_contig_1_1320,1,1,0,1,4,3,0,0,0,0,0,0,3,2,2,3,0,3,27,18,7
GW101-3H11_contig_1_1321,71,110,79,92,107,105,4,7,14,29,20,0,48,30,46,60,38,42,13,4,5
GW101-3H11_contig_1_1322,12,5,12,19,4,17,0,1,5,5,1,0,7,6,7,4,0,6,1,1,4
GW101-3H11_contig_1_1323,79,68,33,48,66,66,4,6,4,29,27,1,41,29,37,16,23,27,59,49,35
GW101-3H11_contig_1_1324,2357,2344,2219,1857,2281,2579,138,191,250,1357,479,15,2025,1584,1291,1093,1102,1173,1668,1100,746
GW101-3H11_contig_1_1325,97,85,114,90,123,143,10,15,17,51,14,0,75,43,44,35,42,28,33,27,11
GW101-3H11_contig_1_1326,102,125,99,116,168,148,13,10,4,50,17,2,91,43,36,37,30,32,16,20,8
GW101-3H11_contig_1_1327,48,72,48,51,75,53,13,12,23,29,9,1,28,10,12,17,12,3,10,4,4
GW101-3H11_contig_1_1328,100,83,75,62,59,74,28,37,23,37,10,1,84,62,42,27,60,39,44,24,20
GW101-3H11_contig_1_1329,42,50,52,45,66,53,6,12,9,16,13,0,40,19,20,8,13,13,250,98,115
GW101-3H11_contig_1_133,234,265,288,187,196,189,37,15,26,110,22,1,163,92,98,94,112,76,20,20,6
GW101-3H11_contig_1_1330,263,296,253,294,254,260,56,35,34,124,28,4,163,96,59,70,44,57,25,28,21
GW101-3H11_contig_1_1331,106,158,132,194,227,231,2,6,8,38,17,0,66,43,31,57,68,67,3,4,3
GW101-3H11_contig_1_1332,15,18,24,12,25,32,2,7,11,9,4,0,19,6,3,7,4,9,61,30,26
GW101-3H11_contig_1_1333,8,20,24,20,19,24,0,0,6,13,3,0,13,6,7,3,11,11,975,717,431
GW101-3H11_contig_1_1334,353,387,360,283,295,426,38,69,39,179,59,3,208,116,129,106,122,126,1425,1257,744
GW101-3H11_contig_1_1335,298,410,437,324,473,534,16,12,5,74,25,3,219,130,113,198,152,168,56,38,23
GW101-3H11_contig_1_1336,15,18,17,35,47,54,5,7,12,10,2,0,10,5,5,6,5,4,11,15,8
GW101-3H11_contig_1_1337,54,50,51,78,101,125,3,2,0,9,2,0,22,8,13,10,10,8,8,4,2
GW101-3H11_contig_1_1338,62,86,88,102,122,162,6,5,22,35,15,0,39,22,36,46,29,22,29,23,17
GW101-3H11_contig_1_1339,157,203,203,239,351,411,7,6,1,98,36,2,116,78,79,97,117,94,17,10,15
GW101-3H11_contig_1_134,176,205,219,114,117,169,23,25,33,108,22,2,129,95,101,69,31,40,12,18,7
GW101-3H11_contig_1_1340,238,193,188,218,241,309,27,13,5,162,85,1,160,139,112,116,87,80,17,6,10
GW101-3H11_contig_1_1341,1353,1273,1116,2678,2763,3256,75,120,126,622,195,6,711,466,469,541,560,477,82,87,47
GW101-3H11_contig_1_1342,131,123,125,211,198,127,10,6,7,53,16,1,55,36,53,41,23,36,155,67,70
GW101-3H11_contig_1_1343,111,115,117,142,150,177,12,20,22,73,18,0,83,51,52,48,42,36,11,10,4
GW101-3H11_contig_1_1344,58,58,56,45,48,50,4,18,9,25,5,1,28,18,25,15,22,17,21,22,12
GW101-3H11_contig_1_1345,147,216,157,190,206,233,35,29,16,47,12,2,81,40,39,61,38,69,21,21,19
GW101-3H11_contig_1_1346,142,136,138,59,72,80,64,91,142,41,12,4,58,39,41,19,30,23,98,81,53
GW101-3H11_contig_1_1347,48,77,50,41,53,64,6,7,10,26,13,0,22,22,14,20,4,12,26,17,8
GW101-3H11_contig_1_1348,5,5,8,11,16,14,2,0,0,3,1,0,7,1,5,1,0,0,3,4,2
GW101-3H11_contig_1_1349,14,7,16,15,14,18,0,0,3,1,2,0,22,5,7,6,5,1,2,9,1
GW101-3H11_contig_1_135,638,570,623,513,484,610,14,41,87,204,109,2,415,319,244,300,306,383,41,36,23
GW101-3H11_contig_1_1350,75,87,60,94,73,109,12,7,10,67,18,2,83,57,51,24,18,50,8,6,3
GW101-3H11_contig_1_1351,827,903,676,1403,1583,1850,26,48,53,378,110,7,499,302,266,402,376,281,46,31,16
GW101-3H11_contig_1_1352,246,214,62,225,202,285,7,13,17,81,39,0,148,85,85,154,86,110,89,101,47
GW101-3H11_contig_1_1353,241,215,92,177,178,310,21,43,66,219,57,3,236,163,166,164,177,160,605,364,376
GW101-3H11_contig_1_1354,4454,3664,2485,1642,1562,2331,378,399,561,939,299,19,600,286,322,349,201,169,47,55,25
GW101-3H11_contig_1_1355,5670,4809,3480,2257,2110,2762,483,458,517,1371,407,19,743,427,425,378,296,223,70,44,35
GW101-3H11_contig_1_1356,3191,2965,2055,985,1042,1323,253,259,202,627,235,12,411,229,206,201,166,132,46,32,20
GW101-3H11_contig_1_1357,1396,1153,824,435,406,458,198,267,227,427,102,8,181,83,86,114,77,59,204,184,84
GW101-3H11_contig_1_1358,1805,1825,1396,830,831,1014,311,352,351,463,186,11,352,244,258,224,147,122,654,393,389
GW101-3H11_contig_1_1359,353,386,389,411,446,415,19,15,16,110,29,0,113,93,82,127,86,73,14,8,9
GW101-3H11_contig_1_136,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,7,1,1
GW101-3H11_contig_1_1360,369,350,305,312,280,338,50,66,92,91,52,1,125,81,87,67,63,46,30,24,18
GW101-3H11_contig_1_1361,1153,872,588,565,634,771,168,169,93,1174,500,30,989,639,643,256,231,227,730,532,390
GW101-3H11_contig_1_1362,139,148,136,160,160,145,2,5,6,57,26,1,111,56,58,23,42,51,68,32,27
GW101-3H11_contig_1_1363,147,238,175,189,177,220,1,16,18,22,6,2,50,33,39,48,35,38,20,17,4
GW101-3H11_contig_1_1364,45,55,37,48,44,72,11,12,15,26,4,0,32,20,26,39,20,29,210,150,101
GW101-3H11_contig_1_1365,12638,11567,8426,8541,8309,11934,2084,1887,2778,7477,2907,139,6988,5049,4586,4124,3666,3077,640,651,391
GW101-3H11_contig_1_1366,157,174,150,276,312,489,20,80,194,126,65,0,275,178,209,143,145,199,339,294,174
GW101-3H11_contig_1_1367,57,40,26,45,38,45,10,8,16,23,2,0,29,18,27,24,10,12,18,17,9
GW101-3H11_contig_1_1368,2504,2326,2257,1654,1731,2471,526,568,733,2874,611,34,3814,2524,2463,1073,992,970,203,376,96
GW101-3H11_contig_1_1369,2008,1952,1966,1201,1334,1674,682,808,1128,1820,379,20,2703,1969,2196,788,630,573,4628,3574,2539
GW101-3H11_contig_1_137,293,301,313,466,505,635,15,25,23,137,42,1,254,133,152,300,276,301,11,15,3
GW101-3H11_contig_1_1370,288,392,409,294,361,426,28,44,39,180,31,4,222,142,211,112,92,109,35,37,11
GW101-3H11_contig_1_1371,541,564,597,587,589,705,73,86,110,343,81,7,369,212,272,162,154,128,63,62,29
