"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"GW101-3H11_contig_1_3120",462.531272476869,-0.218507078218945,0.156565132334892,0.126311111908864,0.261599184112255
"GW101-3H11_contig_1_3121",553.072398840312,-0.15333628230168,0.152782901943322,0.273821494561709,0.451718842510392
"GW101-3H11_contig_1_3122",1518.31170421686,-0.291481050236895,0.126562106098073,0.014772508748635,0.0492483232441036
"GW101-3H11_contig_1_3123",1175.53057321575,-0.56306752423024,0.134897486075891,9.73006279354533e-06,9.32354566329276e-05
"GW101-3H11_contig_1_3124",2952.21939665266,-0.371299961194193,0.103636668454033,0.000191618247303701,0.00127419704314434
"GW101-3H11_contig_1_3125",7765.7103529406,-0.309819891580834,0.108321522419552,0.00309723257175503,0.0137488263086688
"GW101-3H11_contig_1_3126",1346.5337241478,-0.0906425269251673,0.12064618973929,0.427970006012472,0.605069466263066
"GW101-3H11_contig_1_3127",575.887481415973,0.191434925441605,0.174256630893577,0.219196173760803,0.388653487763428
"GW101-3H11_contig_1_3128",1853.71856457616,-0.742611723399406,0.130985459403195,3.02707632550738e-09,5.81245585913316e-08
"GW101-3H11_contig_1_3129",119.4518323214,-0.315448986898243,0.235897112933109,0.100475188413548,0.220635675266275
"GW101-3H11_contig_1_313",424.896713434847,0.17035638893259,0.132586691169617,0.171263030415127,0.326573153455174
"GW101-3H11_contig_1_3130",246.525344370584,-0.0892414278750978,0.241937499648464,0.637969434026017,0.784827558024556
"GW101-3H11_contig_1_3131",4300.82623500954,0.258983891918283,0.105848499383151,0.010812124231973,0.0387858533274396
"GW101-3H11_contig_1_3132",227.136390216726,-0.743518582827127,0.182926818309258,9.54067666194248e-06,9.21012300133331e-05
"GW101-3H11_contig_1_3133",563.578283729881,-0.261369674513251,0.142273596411048,0.0476890905571008,0.123433518610176
"GW101-3H11_contig_1_3134",427.551763570279,-0.134306733063647,0.132769215474002,0.280347075065855,0.458665591108404
"GW101-3H11_contig_1_3135",487.980257673117,-0.285576812432914,0.1398853597984,0.0281016235415506,0.0825714371440342
"GW101-3H11_contig_1_3136",640.612095502099,-0.50738996109566,0.130664494248055,3.64594091219933e-05,0.000301535747563197
"GW101-3H11_contig_1_3137",196.04211962461,-0.468789286760584,0.204533118380568,0.00841478689025827,0.0315331726583506
"GW101-3H11_contig_1_3138",141.210390045525,-0.462448424030022,0.268138184662114,0.0288205236979248,0.0840358295465093
"GW101-3H11_contig_1_3139",136.376692956495,0.22386259957462,0.233599931485516,0.238145125172054,0.410497894955587
"GW101-3H11_contig_1_314",957.445470569648,0.3864412497001,0.124162651582216,0.00100553551651712,0.00526021430710224
"GW101-3H11_contig_1_3140",691.175790968718,-0.117146831225026,0.127288813901357,0.329301921355817,0.51284555749661
"GW101-3H11_contig_1_3141",730.464693824522,0.102538972786165,0.171580330387652,0.507675193640176,0.674268876486175
"GW101-3H11_contig_1_3142",830.043462097607,-0.438702780965331,0.19745139304698,0.0110301767510781,0.0394253215186442
"GW101-3H11_contig_1_3143",35.5370777035117,-0.587806365063743,0.481965103292566,0.035405300102349,0.098422673267634
"GW101-3H11_contig_1_3144",55.0106154250209,-0.32330878120021,0.346986790108091,0.149713387435006,0.29607988876368
"GW101-3H11_contig_1_3145",114.895874739646,-0.185164310397711,0.282662389839198,0.361681779363795,0.544267802690737
"GW101-3H11_contig_1_3146",37.2565248963207,-0.034354651181098,0.272189387810854,0.858539400248067,0.926115041200226
"GW101-3H11_contig_1_3147",49.1932451529808,-0.222322956342624,0.251854973123892,0.258155548006642,0.43279275290183
"GW101-3H11_contig_1_3148",34.4460304520456,-0.0497332497696492,0.253674135166517,0.794813300415579,0.891914849012495
"GW101-3H11_contig_1_3149",2415.12822378941,-0.536514037939254,0.117763181637712,1.82376952412646e-06,2.07223720700057e-05
"GW101-3H11_contig_1_315",214.736914995561,0.582841533397608,0.163469245934028,0.000109808208707134,0.000779355108789605
"GW101-3H11_contig_1_3150",2472.63657770798,0.0228706648025618,0.215479823429473,0.901190570315642,0.945067333900019
"GW101-3H11_contig_1_3151",329.559042220855,0.0599605483024416,0.137303392400506,0.64166546193458,0.787614147280453
"GW101-3H11_contig_1_3152",803.179732672418,0.19956242940365,0.135426289852321,0.115367327016848,0.243411302402668
"GW101-3H11_contig_1_3153",599.765845490777,0.348004803283303,0.16388989336137,0.0193422148284903,0.0614633305069539
"GW101-3H11_contig_1_3154",431.533611468888,0.227843091958829,0.131867022524546,0.0654996261390067,0.157517062083805
"GW101-3H11_contig_1_3155",6988.60385538131,-0.108786731371091,0.0988190401482762,0.254191019569538,0.428612086775865
"GW101-3H11_contig_1_3156",5180.7515346807,0.0356822914466241,0.133908351760894,0.777692060433064,0.882345192623197
"GW101-3H11_contig_1_3157",5175.02772892558,0.198285961128434,0.141263992756815,0.131360320095051,0.269878956659146
"GW101-3H11_contig_1_3158",976.117550387956,-0.0277109602062755,0.118619538747431,0.804663585797755,0.898549167657919
"GW101-3H11_contig_1_3159",662.410388423474,0.0310478914879657,0.153319391366819,0.826159409826176,0.909299398895075
"GW101-3H11_contig_1_316",214.356420172598,0.648917969028973,0.25181711134863,0.00223427845151323,0.010432248302353
"GW101-3H11_contig_1_3160",1772.64711007846,0.342604637063608,0.104445819090268,0.00064144170137298,0.00362751391392893
"GW101-3H11_contig_1_3161",890.447750755003,-0.0359705692712823,0.15766473989159,0.818351760470604,0.905743604188068
"GW101-3H11_contig_1_3162",553.675414457296,-0.197370252106998,0.143043789768849,0.136531304766682,0.27652333761821
"GW101-3H11_contig_1_3163",221.921038149759,-0.419812814802234,0.197358945805496,0.0149215790248963,0.0496117466371383
"GW101-3H11_contig_1_3164",48.5744445222149,-0.155019578146923,0.243788309630744,0.419302519056133,0.59669241750907
"GW101-3H11_contig_1_3165",52.7262049661939,-0.123287817308539,0.236594429188201,0.513706766284862,0.679728450901497
"GW101-3H11_contig_1_3166",62.5281189362854,-0.280210406362045,0.251794525125034,0.158307517343892,0.308640472617725
"GW101-3H11_contig_1_3167",29.6688626152692,0.0209812647119411,0.272261009160144,0.915968910143008,0.952900037977418
"GW101-3H11_contig_1_3168",2685.48441977006,0.249272954002618,0.165860452250294,0.0963973754569962,0.213288342123251
"GW101-3H11_contig_1_3169",6196.87805812664,-0.0235338861536827,0.110189257869129,0.828951832982026,0.910762337678633
"GW101-3H11_contig_1_317",67.9389161717056,0.467008497834778,0.265920245274588,0.0276063417872992,0.0815514712070842
