"","X_3H11_A_T42_repeat_L1","X_3H11_B_T42_repeat_L1","X_3H11_C_T42_repeat_L1","X_SynCom_A_T42_repeat_L1","X_SynCom_B_T42_repeat_L1","X_SynCom_C_T42_repeat_L1","X_3H11_A_T53_repeat_L1","X_3H11_B_T53_repeat_L1","X_3H11_C_T53_repeat_L1","X_SynCom_A_T53_repeat_L1","X_SynCom_B_T53_repeat_L1","X_SynCom_C_T53_repeat_L1","X_SynCom_A_T71_repeat_L1","X_SynCom_B_T71_repeat_L1","X_SynCom_C_T71_repeat_L1","X_SynCom_A_T95_repeat_L1","X_SynCom_B_T95_repeat_L1","X_SynCom_C_T95_repeat_L1"
"GW101-3H11_contig_1_2517",4.412796679659,4.46099471473783,3.93764014389276,4.04431760956428,4.24538408633951,4.45725277162574,3.07270157882759,3.559483165698,4.32339383316944,4.64824324793655,4.34440146893874,5.48752594400415,4.17017190596087,3.33316783596756,3.90881660962839,3.72629661950394,4.43921460919318,4.26113490160077
"GW101-3H11_contig_1_2518",10.3390423571366,6.69980393292219,5.61008236720417,4.8906573465888,4.85591850085757,4.93997429204221,5.49304542825097,7.65486944221221,6.10187807175185,6.0833413861501,4.75521022962212,6.40469985381532,6.30217031086131,7.19085698697417,7.04266803267448,6.81427219388389,7.62684801958281,7.91998462765246
"GW101-3H11_contig_1_2519",9.59075187908158,6.73619707321535,6.29639735009663,5.40566042758137,5.19456539998593,5.38303628895964,7.36652447885605,6.98353919029094,7.85905055963054,5.50195774103781,5.41002072594456,6.96043038744908,6.41292647753349,6.57624796353473,6.83464153003194,6.24540603938129,6.90282687508788,6.98565978956975
"GW101-3H11_contig_1_252",4.61804368052635,4.64442537233185,4.68499721000467,4.20874854372306,4.41013093357269,4.45725277162574,7.62202738458428,7.65486944221221,8.11671339272691,5.00449485524913,6.01351321791501,1.38696872066301,4.70747173343176,5.22048077736972,4.7725565986387,4.45692131630984,3.8711435113598,3.90584842599568
"GW101-3H11_contig_1_2520",5.20407755665977,5.85545201467758,5.78781239507874,6.08935124175907,6.11712247922858,5.71442769893583,5.83432565017201,6.25806856218484,4.70890453987229,5.66530509146625,6.10883382807416,1.38696872066301,5.56690009889493,5.5962964238037,5.74235542142124,6.12711046363432,5.98536635638355,6.49086294626984
"GW101-3H11_contig_1_2521",5.86150555575729,5.88460661183412,5.88476722497179,5.7047717796275,5.64156596352975,5.67530438076632,5.72933114608925,4.90644449984266,5.14158005803479,5.31756590031433,5.74324838801877,1.38696872066301,5.82211064184085,5.8712193509683,5.76729713207896,5.79136605867718,5.11446578544469,5.27662013665525
"GW101-3H11_contig_1_2522",5.90091454057244,6.40046997012128,6.5088049046968,5.61183175156286,5.94264806610834,6.07140853944012,5.04414154252743,4.90644449984266,6.28120362787162,7.18227479711068,6.70451647270694,8.14830488310729,7.49327178211112,7.66691860900255,7.36965188799127,7.22105400149364,7.39266667529008,7.66066966796734
"GW101-3H11_contig_1_2523",8.35278733582398,8.63023947100292,8.58607058376027,8.47847879986321,8.89750621757653,8.60844645666161,8.32589646972426,8.38209051890573,7.80149512254868,9.52746245952505,8.86299819034892,9.41278449242002,9.69665878844879,9.78021154156986,9.83639720479093,9.46111182021811,9.53431141334009,9.49442777521096
"GW101-3H11_contig_1_2524",7.09750018705292,7.47333980178774,7.38461969963894,7.4180696912899,7.63782172769652,7.25306583822759,6.71509338107571,6.18907300737857,6.3363353060151,7.6837439035328,5.91142246075436,5.48752594400415,7.07669431821032,6.92156179463507,7.17877162467141,7.57712137795647,7.18322745166245,7.25058569542857
"GW101-3H11_contig_1_2525",7.80155079813856,8.1416293032722,7.86360436848797,8.4452813393707,8.51492085576742,8.32195450764359,6.19113654588272,6.50508342004773,6.22387596380458,8.17970333282625,7.23433651292603,7.36051695535678,7.74094049134887,7.44081509038269,7.94498854705009,8.20840069541785,7.93685863674954,7.74553515739465
"GW101-3H11_contig_1_2526",7.9363889384571,8.23496674980849,8.04028315361386,8.61848571644039,8.60751420692961,8.46326031813224,7.43476790267948,7.7536435017794,7.84011946494441,8.23262447948755,7.68410900584286,7.36051695535678,7.6899056423919,7.62713677447931,7.85498584800316,7.91434023398852,7.82826190809639,7.326020744721
"GW101-3H11_contig_1_2527",5.19137939364013,5.52582913174301,5.47111787979596,5.48124067015393,5.72873605644276,5.55828541568627,3.07270157882759,3.559483165698,4.08165752330406,5.70875220798264,4.97487607402385,1.38696872066301,5.61833789456266,5.51117806548831,5.63801523787833,5.2587083422805,5.79293108824637,5.38683741209967
"GW101-3H11_contig_1_2528",5.11272283473728,5.68357882243548,5.30555784422355,5.94457384428382,5.98829109177903,5.62827028098851,5.93216654778687,5.68662538231675,4.70890453987229,5.28917220480504,4.49507150147497,1.38696872066301,5.96128218052327,6.24909551146963,5.95262305282123,6.44222173647157,6.21386527877759,6.16051386387107
"GW101-3H11_contig_1_2529",7.95519627880252,7.7571757769174,7.46245838565105,8.2093896571813,8.57695032435254,8.8311769024939,5.72933114608925,6.25806856218484,4.86822363077577,7.27891566167654,7.31640648115798,7.67336288900721,7.1306952979745,7.29609412288994,7.40179734470693,6.84669436041701,7.20269667550237,6.78636310496266
"GW101-3H11_contig_1_253",3.7438932617749,3.66130534147902,3.45887713988144,3.42774761002277,3.00819275258386,3.51135301552428,5.49304542825097,5.21623310853322,5.26082560907717,4.03744974982004,3.98298305935418,6.96043038744908,3.59684596241869,3.98656555211753,3.19202033260656,3.81962722730853,3.65338008533074,4.09492859410771
"GW101-3H11_contig_1_2530",8.86345582433838,8.7944712568257,8.5655425217715,9.32120049257029,9.76611944333149,9.95843416630228,6.60087424695456,7.40427695901151,6.16416962624479,8.87017173808632,8.79307319906749,9.71553604940063,9.06886804528158,8.67791388559972,9.0048773046118,8.41701823222114,8.27238074621272,8.54283412464057
"GW101-3H11_contig_1_2531",9.22365824470404,9.02999389138124,8.98474558045982,9.38351406339711,9.73734003812896,9.9872666340977,8.28950796159386,8.96985119750576,8.54850744882137,8.83637898808685,9.25505120506794,9.32601070777937,8.93030412531446,8.91384881400467,8.96240980103579,8.54102166062744,8.38315398138779,8.88898788884888
"GW101-3H11_contig_1_2532",8.75064579577622,8.46066510769751,8.3494716955184,8.80904200100611,9.13956910496602,9.33178571530281,7.33115212999465,7.57607964445102,7.08012501533609,9.25341412021297,10.0946633810227,9.41278449242002,9.22177654256441,9.37854123973634,9.27808067734476,8.56069081405798,8.57459332582562,8.75554813932311
"GW101-3H11_contig_1_2533",7.30237662063427,6.89841533645501,6.55367230980876,5.99692019498442,5.83253480616888,6.14476965682352,8.25217770475632,8.16599535272384,8.74447640892185,7.71064311463973,7.29632275650966,5.48752594400415,7.0332488744391,7.01702674864319,7.31161310719801,6.52471632792567,7.25957495667865,7.71779783794324
"GW101-3H11_contig_1_2534",5.94682177300198,5.74848306173747,5.40717265997082,5.0697717219277,4.67490221158046,4.92887507295814,7.65100291187096,8.16599535272384,6.44064280952603,6.70333597280162,5.96337387366328,6.96043038744908,6.19350833602464,5.91600692849794,6.28147330632651,5.54963720147465,6.4603946974301,6.73191371494615
"GW101-3H11_contig_1_2535",8.74200801449437,9.08351749310886,8.27258659974538,8.19028028548988,7.88155232283198,8.2194230920117,10.335266463395,11.4291459106521,11.4889151135521,9.60834919354676,8.57706632801547,9.49463374420331,9.51351472506343,9.20703203834487,9.22068245406861,9.24107615969943,9.60732448460158,9.99518153641086
"GW101-3H11_contig_1_2536",6.20149993367543,6.31211537310539,6.23035046941656,5.44933620236323,5.34289003464,6.0358493639143,7.01177435123693,8.99024908975736,9.53256478287513,7.57669103557607,6.64220561594734,7.930294940851,7.40352001377472,7.3782804413507,7.16946474836958,7.36972675617988,8.1169204992767,8.28380993998271
"GW101-3H11_contig_1_2537",6.44469787710752,6.4884651789774,6.10190126195846,5.78356466776427,5.83253480616888,5.80177130930084,7.25769272073539,8.79537020188182,8.6168314782829,7.14330939033649,6.54337494193308,6.40469985381532,6.76383014917118,6.69650931328523,6.81089026316833,6.67675604089117,7.19299492656265,7.45763213779006
"GW101-3H11_contig_1_2538",6.99213497267798,6.86228676778358,6.4200415873608,6.01153280170839,5.90913517657207,6.06638216716444,8.39603031915027,8.44255550541023,9.18794138707424,7.19757079708306,7.25529608444391,6.96043038744908,6.56019319052347,6.85421439686138,6.82281482575417,6.14461700299903,6.75238047822564,7.78616588720878
"GW101-3H11_contig_1_2539",6.40143198988621,6.23504686017707,5.81267141704872,5.59249881066342,5.31237597510356,5.68846433139857,7.09849241680149,7.37354248361252,8.45206362832649,6.87492777664902,6.54337494193308,1.38696872066301,6.20475123095174,6.12113684258016,6.26407575030756,6.17900372035929,6.2329452653134,7.25058569542857
"GW101-3H11_contig_1_254",3.37225911948049,3.20255882584434,3.10192324035334,3.60062100522269,3.43292540855557,3.54217091849596,5.35848450993323,5.58270029763227,4.08165752330406,3.89029863420381,3.48930429095141,1.38696872066301,3.73267465420264,2.81132902258496,3.90881660962839,3.51731079159735,3.23893553077051,2.8809914780868
"GW101-3H11_contig_1_2540",7.25154070604208,7.03125196666939,6.91627193368083,6.49476375161943,6.14616782524707,6.33226842895191,7.73459223835811,7.49273525259711,8.7136083423873,6.87492777664902,6.76424402401983,6.40469985381532,6.55141724945388,6.49010717283919,6.19230305462936,6.56425688783468,6.73910451214414,7.20135261685517
"GW101-3H11_contig_1_2541",6.56720396608948,6.58031845528759,6.70275479715291,6.40913005350859,6.69822925803496,6.35304635073566,5.83432565017201,6.04028550594997,6.71469432261492,6.68173653165817,6.47350761378845,6.96043038744908,6.61175486715326,6.89946048576883,6.95870656595821,6.47024825203632,6.27036277450675,7.16071871297178
"GW101-3H11_contig_1_2542",7.88238507343161,7.7132437481492,7.7483227866786,7.48495031650963,7.61932030881482,7.60773216245681,7.33115212999465,7.70510189291482,8.25176540414664,7.63963356582088,7.71469368766114,7.36051695535678,7.7676906647468,7.83930478447174,7.83157941489208,7.85715932955159,7.56049800742627,7.46599345061304
"GW101-3H11_contig_1_2543",6.4232274199533,6.59800660283084,6.24258661736738,6.29438834392206,6.22450756050291,6.2100213684892,5.93216654778687,6.89972097842756,5.96856667568626,5.7299923712198,6.36190841623295,5.48752594400415,6.03874502839419,6.23149768659892,6.67276240254903,6.12711046363432,5.81844278693949,6.09725455927621
"GW101-3H11_contig_1_2544",5.07170609902884,4.96612100566709,5.27001632906967,4.48868019345035,4.46722601727515,4.71264151451902,6.91950369188025,6.89972097842756,6.03676654473499,5.28917220480504,5.25149666415035,1.38696872066301,4.64219513932882,4.22343678799557,4.08186878820872,4.45692131630984,3.8711435113598,4.60632951794346
"GW101-3H11_contig_1_2545",4.69244002937761,4.38034283087209,4.87127036753341,4.30843236958355,4.24538408633951,4.20191483355238,6.87105442742598,6.61432892329907,6.28120362787162,5.13806998583835,4.63112874914082,1.38696872066301,4.67521041546109,4.54589270006246,4.30644310449896,3.90690666110993,4.22358513684891,4.60632951794346
"GW101-3H11_contig_1_2546",6.36810749971737,6.04165592388785,6.44142460981738,5.25374084829185,5.39234381351759,5.51459399594331,9.34107825136778,9.04976734093409,9.2750867632055,6.3667743745044,7.19148054737042,1.38696872066301,5.74711953719304,5.8712193509683,6.19230305462936,5.97881396903042,5.79293108824637,5.86370632500939
"GW101-3H11_contig_1_2547",5.39325792741095,5.45946771325202,5.37409631457168,4.79185592170539,4.55750787975514,5.1359143428168,8.07109362238052,8.3027610000461,7.84011946494441,5.96302950003495,5.41002072594456,7.36051695535678,5.71599108080768,6.14012820720156,5.95262305282123,5.5230637164308,5.07251623145487,5.86370632500939
"GW101-3H11_contig_1_2548",4.51916346038102,5.18193303751115,5.07769528516715,4.73974714654422,4.75315587438505,4.84865374024787,7.2948901868238,6.9422392623239,6.83436600884459,5.31756590031433,4.97487607402385,1.38696872066301,4.85859263018403,5.18420791859948,5.52548758292387,5.62652480659755,6.11447533427004,5.86370632500939
"GW101-3H11_contig_1_2549",6.20149993367543,6.65825888299672,6.6938757097567,6.075512022081,5.85383404685565,5.84939621554909,6.19113654588272,7.24360225172431,7.26184756542484,6.35316965664847,6.92987110301569,5.48752594400415,6.67775294711293,7.32124558224296,6.67276240254903,6.2615387182183,6.19452892471984,6.00833401201197
"GW101-3H11_contig_1_255",8.96251445730432,9.15466643052609,9.23769509039756,9.44995719441051,9.17940018108517,9.34012710355101,6.76897776028335,6.66599427271161,6.79556927532307,9.31780437655916,8.44650119334467,8.50500060785411,10.463487293208,10.1300774307368,10.0067139272645,11.1218165521902,11.2503849741389,11.3481553903607
"GW101-3H11_contig_1_2550",5.16563919216817,5.45946771325202,5.31721138760042,6.12337776354467,6.21905111948672,5.86105978850755,3.07270157882759,5.06973981678167,1.38696872066301,4.85707547823626,4.86928755232197,1.38696872066301,5.4391750082151,4.94476046417845,5.0011774658247,6.93980168934455,6.97254342325612,7.11890628250146
"GW101-3H11_contig_1_2551",5.04369089079848,5.18193303751115,5.09135522661659,5.29025859957579,5.0661540133923,5.1832949664904,5.49304542825097,4.25945564707741,5.56846842658226,5.79189030062698,6.15422554160217,1.38696872066301,5.96128218052327,5.35701231022632,5.86294593550603,5.69950042043955,4.68318024365217,5.48917146859899
"GW101-3H11_contig_1_2552",7.05975450683351,7.23709272602227,7.0086573526881,7.99854243298565,8.2157209917936,8.34907330773779,7.09849241680149,6.66599427271161,6.97988311262128,7.34221784211567,7.72974619718791,8.50500060785411,8.00779826221065,7.87370887908138,8.09504928737736,7.90923463692323,7.74441197639579,8.01989874182073
"GW101-3H11_contig_1_2553",4.72821901305119,4.821983926204,4.87127036753341,4.48868019345035,4.70672513668404,4.60480415412672,4.07135675803738,6.32390747990254,6.22387596380458,5.50195774103781,5.25149666415035,1.38696872066301,4.96887530585888,4.07013453468147,4.66967968109362,4.80703427357214,4.89114911957913,5.0268452213898
"GW101-3H11_contig_1_2554",2.76449610250707,1.86916967742343,1.88858420621903,2.25410178578248,2.0509797218222,1.38696872066301,1.38696872066301,3.559483165698,1.38696872066301,2.4710676501146,1.38696872066301,1.38696872066301,2.83402081432233,3.01201439696941,2.23561679174895,1.38696872066301,1.38696872066301,2.8809914780868
"GW101-3H11_contig_1_2555",6.5818097971721,6.6540377235075,6.57317340676407,7.09397653295677,7.25395150655326,6.70294948753283,1.38696872066301,2.98891297823327,1.38696872066301,5.83172152749275,6.61000957333911,6.40469985381532,6.23796232680655,6.6836320553053,6.77451287004382,6.27749257887587,6.55436644448068,6.60131458552021
"GW101-3H11_contig_1_2556",4.94105541363641,5.17010314300267,5.68383553245644,5.78356466776427,5.91590055673568,5.62142346981876,3.66482293114254,4.5096345759502,1.38696872066301,3.89029863420381,4.86928755232197,1.38696872066301,5.09569782484811,5.02912704551872,5.0011774658247,5.5230637164308,5.71355861458916,5.78554057155144
"GW101-3H11_contig_1_2557",4.19819838720952,3.79488205129867,3.58570864588047,3.98482739397377,4.24538408633951,4.30972306330315,4.07135675803738,4.5096345759502,4.08165752330406,4.77719904029973,4.63112874914082,1.38696872066301,4.34582288905911,4.29416134646162,4.08186878820872,3.12193601561491,3.06356451443169,4.7789568617333
"GW101-3H11_contig_1_2558",5.69207731882817,5.62427547931084,5.9459502008903,5.30222680964977,5.16067440224505,5.51459399594331,7.01177435123693,6.9422392623239,6.3363353060151,5.28917220480504,5.6825097337499,7.67336288900721,6.00053518345878,6.24909551146963,5.93072285387242,5.12345695079165,6.00770559056137,5.15718994190449
"GW101-3H11_contig_1_2559",5.66484623060488,6.14762009497841,5.93844324645049,5.77502039455316,5.86786012517451,5.96197918891885,5.20994377527641,5.06973981678167,4.70890453987229,5.77155266878931,6.01351321791501,1.38696872066301,5.76243429604964,6.06261044166818,5.86294593550603,5.5230637164308,5.47754933582127,5.73096204399358
"GW101-3H11_contig_1_256",6.86657938612576,6.80252847721828,6.86182660923653,7.32182838665148,7.15179029999848,7.26187601324275,6.91950369188025,6.9422392623239,6.62900866814308,7.08692561114999,6.90355488165611,6.40469985381532,8.09788791011533,7.6734435223613,7.66279524236583,8.35453667295703,8.26776787787979,8.7210396197135
"GW101-3H11_contig_1_2560",5.39325792741095,5.25092563610578,5.25797005733323,5.0697717219277,5.13762494864403,5.08690612416773,5.35848450993323,4.72191187731415,3.41146949546567,4.69254818166688,5.16511498308425,5.48752594400415,5.1667061912475,4.65664009740265,5.66481999863747,5.12345695079165,4.05864668705705,4.98060557968968
"GW101-3H11_contig_1_2561",5.00060715108127,5.17010314300267,5.18347848656433,5.38331257508354,4.97797204822543,5.23815136359407,5.20994377527641,3.95405589165091,5.56846842658226,5.20044178978325,5.61908658842672,1.38696872066301,5.11976212838108,4.42567605507523,4.91409285006609,4.76202471708191,5.37796192201496,5.45586593490329
"GW101-3H11_contig_1_2562",7.85260058183758,7.79406912998528,7.68703169342745,7.51342287893061,7.41280158960631,7.45093763879145,8.27096358885952,7.89017403328117,8.47678578227512,7.41599355219677,7.41283186301238,7.36051695535678,7.51599077736267,7.48599836179853,7.50897797646556,7.17073072955486,7.56802278509315,7.91998462765246
"GW101-3H11_contig_1_2563",5.92405142664282,6.10492882414654,5.97559204114459,5.7047717796275,5.99469482632481,6.08638311922101,6.10988586282422,4.25945564707741,1.38696872066301,5.81194396890062,5.41002072594456,1.38696872066301,6.32295191633709,6.08238501325343,6.17378628739533,6.05487273856881,5.84350930519128,6.20119256815911
"GW101-3H11_contig_1_2564",8.13089928957549,8.24481853513558,7.92176996103728,7.91951706136996,7.86070239425439,8.1368409421313,8.87262750602078,8.23599846507287,8.91697980701755,8.09649288198611,8.15467384872628,7.67336288900721,8.92522180827413,9.06042810497674,9.61439634796839,8.85957959714607,8.74025197561933,8.75213419815324
"GW101-3H11_contig_1_2565",6.43400266223491,6.94752058623854,6.67595167991463,5.91378295566515,6.39386390144976,6.5203468355251,7.49992715469091,7.2772014987447,7.31766533091229,6.44580894196508,6.01351321791501,5.48752594400415,7.66572785676781,7.66036404126286,8.28365541945657,7.71224760957968,7.61236512558987,7.6751652548363
"GW101-3H11_contig_1_2566",6.18882762811246,6.68746571369091,6.19300514838949,5.53288523317644,5.80363551749767,5.97276728568971,4.38449899540413,5.47065145601037,5.47307962442253,5.62050140260956,4.86928755232197,6.96043038744908,6.33323129268568,6.21368201831802,6.15502812585576,6.32431991030482,6.0297030730935,5.64499480678295
"GW101-3H11_contig_1_2567",7.34007666323445,7.18247390993517,7.13863769411023,7.16423261768427,7.13741239419951,7.31363565775823,7.53143497666343,6.76407866300641,6.38943337496788,7.50474062880076,7.58825946683013,1.38696872066301,7.29209868359718,7.58622638074406,7.05282753322841,7.16217006115758,7.605068770037,6.91411373023426
"GW101-3H11_contig_1_2568",6.03445943216997,5.571416871236,5.77942951415331,5.56300180219062,5.81091502811598,5.91240508331772,6.19113654588272,5.34908983482443,7.08012501533609,5.81194396890062,6.36190841623295,5.48752594400415,5.7775874483334,6.36660098525105,6.01639041749745,5.72302372875768,5.19483637425715,4.93281281154714
"GW101-3H11_contig_1_2569",5.68305757593093,5.53506338613662,5.77099741511535,5.57290170548571,5.34289003464,5.25597853815351,5.35848450993323,5.47065145601037,6.16416962624479,5.31756590031433,6.19822891743111,5.48752594400415,5.07122041984263,4.98756881191219,5.4033674754816,5.44025246963454,5.54029170523062,5.27662013665525
"GW101-3H11_contig_1_257",9.57685483528684,9.88739419082227,9.02598630826318,9.34371410147521,9.25391030406195,9.69257503196308,8.87262750602078,9.24063968578316,9.45381603856047,9.3642785171187,10.1319615375731,9.64559399827147,9.36378147254031,9.51737670483902,9.28240276339612,9.54743366651002,9.60732448460158,9.59122263568502
"GW101-3H11_contig_1_2570",8.41116195678123,8.24201059847135,8.4197769325414,8.34372853701818,8.3663007294449,8.31350664373299,8.02756753304946,8.18381719222442,8.22282760131903,8.17970333282625,8.07440918321436,6.40469985381532,8.13944470410097,7.80999421757502,8.13383855523051,7.72973064694819,7.37561501997221,7.58592227485888
"GW101-3H11_contig_1_2571",4.29767662692791,4.89587979826413,4.42757533407218,5.20355203559701,4.93844066864779,5.04644934096042,6.26804368759177,5.58270029763227,6.16416962624479,4.60250258395779,4.86928755232197,5.48752594400415,4.67521041546109,4.36146612800117,4.55871658082749,4.51258539796779,4.68318024365217,4.88335732506535
"GW101-3H11_contig_1_2572",5.44759048862551,5.64147086078616,5.72807783406126,5.33754201177556,5.38258881592689,4.98352472331014,7.18028883952117,6.50508342004773,6.75569910272654,5.03908063149439,5.33295336810903,1.38696872066301,5.31982951242799,5.25585538526739,5.83962413140614,6.19589374733452,5.23338641625109,5.75851059475647
"GW101-3H11_contig_1_2573",7.58436926558921,7.50648059332647,7.8029941731286,7.31889818464753,7.44817675131804,7.18289791245775,7.83900414955966,7.37354248361252,7.39753849961511,7.81844190335873,7.23433651292603,5.48752594400415,7.64938117601282,7.62713677447931,7.81973219686823,8.07342273875382,7.68336757944887,7.75238693159628
"GW101-3H11_contig_1_2574",7.4739263454869,7.54800081539507,7.4650689585562,6.95743044180538,7.25927280010768,6.81796434647222,8.13401496951102,8.31897975894264,7.61361449303321,7.69994355832599,6.87674921692066,1.38696872066301,7.85224629600225,7.5007502378336,7.68255451488283,7.44927655302991,7.26884029086566,7.58592227485888
"GW101-3H11_contig_1_2575",7.04226512920694,7.00498336316811,7.18054397584893,6.40913005350859,6.65849171127359,6.51666891949058,8.82257303490164,8.5699914796316,8.64981709506212,6.72461640446347,6.84943553865241,7.36051695535678,6.88051325931403,6.78356495727049,6.59143784122003,6.81427219388389,6.81698539645408,6.8128352409522
"GW101-3H11_contig_1_2576",5.56032932465545,5.13401356642944,5.25797005733323,4.85848185936742,5.07831739529933,5.02578187836406,5.49304542825097,5.78353075488767,6.71469432261492,5.10583111930812,5.33295336810903,6.40469985381532,5.51354825727435,5.42068355215315,5.49591945902246,5.5230637164308,6.15505881731411,5.15718994190449
"GW101-3H11_contig_1_2577",6.53754036408542,6.60239491188594,6.79697573283956,6.22715113911937,6.28842056732095,6.12072924348068,7.5924577417264,7.02368870170517,7.31766533091229,6.25415708639758,6.36190841623295,1.38696872066301,6.70965186019048,6.83104728783376,6.53455350086747,6.73565720813938,6.86666186529546,6.75939556911042
"GW101-3H11_contig_1_2578",8.4527816251247,8.46066510769751,8.37883704028595,8.27585812302033,8.4384259116619,8.41570730340457,6.60087424695456,6.76407866300641,6.38943337496788,8.1485674630288,8.14347731268231,7.930294940851,8.34372186761725,8.07931352492663,8.21295726950989,8.13157137085427,7.98823721028574,8.13447111835923
"GW101-3H11_contig_1_2579",7.87647717641258,7.98418596782021,7.83361762391992,7.72740537331677,7.77042973890295,7.47386637439855,5.72933114608925,5.95969115233039,5.65790556789299,7.57669103557607,7.35575372015324,7.67336288900721,8.14528484762665,7.95629148456636,8.22647980940074,7.42801271040683,7.42617674576043,7.19130099870901
"GW101-3H11_contig_1_258",4.9257695703809,5.01991887863195,5.29380856032113,4.92212011239922,5.07831739529933,5.03615309180051,5.61604792293727,4.25945564707741,4.32339383316944,4.69254818166688,4.63112874914082,6.40469985381532,4.76986742144505,4.85507088707158,5.0011774658247,4.76202471708191,4.50428575281172,4.09492859410771
"GW101-3H11_contig_1_2580",7.30531187826395,7.25391959093411,7.33124465653433,6.59510778973285,6.47390570108767,6.41758970991205,7.53143497666343,6.61432892329907,7.39753849961511,7.00234823081077,7.80273874426099,5.48752594400415,7.31818833010113,7.86233178737476,7.61560943375913,6.73565720813938,6.94967720547737,7.03145747662139
"GW101-3H11_contig_1_2581",6.57208904965242,6.4931996562326,6.78448447608547,6.20825513927527,6.00107016703624,6.11099945601202,7.33115212999465,6.56074156652487,6.58417579745807,6.55677905735808,6.82159419823156,1.38696872066301,6.915120848115,6.77144583220689,6.68588114489735,6.1093882665584,6.27036277450675,6.05348138321077
"GW101-3H11_contig_1_2582",8.43815041742797,8.36969582850314,8.3649280720135,7.83180491960222,7.99592052057202,7.78166051177811,8.82257303490164,9.07863026809284,8.59441444649157,7.7681125767165,8.50015346885933,8.33765002859311,8.15689467363465,8.15119356669479,8.20842143809882,7.74700429070436,7.8407399484507,7.97374113492581
"GW101-3H11_contig_1_2583",7.54020541928843,7.59717616362305,7.82144615645102,7.79221545130045,7.85895121848523,7.52232892736997,6.76897776028335,6.50508342004773,6.67248837758068,6.65980835812481,7.57164640645897,6.40469985381532,7.36399213541775,7.32953284481835,7.1316245581709,8.44551038580449,8.61146803613183,9.0862519444963
"GW101-3H11_contig_1_2584",7.62487322554486,7.45162565070832,7.7223734475703,7.07673187293673,7.22704640716458,7.07954321283494,9.48478739158006,10.4632231539648,10.7415075264574,7.33531995040219,7.53783489066647,8.14830488310729,6.89445616902527,6.75922392060116,6.81089026316833,7.41366059779371,8.10144905768956,8.30726297070871
"GW101-3H11_contig_1_2585",7.25154070604208,7.45162565070832,7.81122421189066,7.77521552356962,7.67611782745171,7.45093763879145,5.35848450993323,6.61432892329907,5.56846842658226,6.45856970574284,6.43726042248475,6.40469985381532,6.89445616902527,6.657527039434,6.51997434988373,8.15332654661435,8.17227030892483,8.07011947788773
"GW101-3H11_contig_1_2586",7.60833266032825,7.14086166274154,7.13208107393624,6.71590638030448,6.63000858053158,6.90491850430058,8.89701817306623,8.36656979285951,9.00459178209486,7.4483195141112,7.16956520125271,7.36051695535678,6.93549343790177,7.20893861282738,6.95870656595821,6.017346159538,6.72570509316039,6.66082456262864
"GW101-3H11_contig_1_2587",5.71880138237913,5.8627963078836,6.24258661736738,6.33559622749356,6.11124237240903,6.20087890540832,6.65911538531117,7.2772014987447,7.11204763856212,5.10583111930812,5.61908658842672,6.40469985381532,4.91480346191509,4.70891632108587,5.04279972480298,5.72302372875768,5.91618724862858,4.98060557968968
"GW101-3H11_contig_1_2588",6.16960743429135,6.4931996562326,6.5339035775765,7.03090580406846,6.95922168318592,6.7999257463099,6.65911538531117,7.40427695901151,7.76180790232,6.0667580292387,5.74324838801877,6.96043038744908,5.96128218052327,5.95944094479372,5.76729713207896,6.61534394259192,6.2329452653134,5.83812073596834
"GW101-3H11_contig_1_2589",7.53521378636775,8.00255268976059,7.94439493327578,8.38912728114363,8.47317976010407,8.26832497794208,6.87105442742598,7.37354248361252,6.10187807175185,7.46737288366476,7.93849693785835,8.65493921450656,8.05509824840237,7.54412149691124,7.81377189422225,8.43133465329854,8.39589278308758,8.41912813289656
"GW101-3H11_contig_1_259",4.95617867920672,5.20530279444641,5.07769528516715,5.0697717219277,5.41165663196266,4.75104964784104,5.61604792293727,5.47065145601037,4.529324608965,5.13806998583835,5.55272917171393,1.38696872066301,4.96887530585888,4.90062331421369,5.16083541098871,4.20905165850667,4.73810445585594,4.18052572793701
"GW101-3H11_contig_1_2590",6.00583630396559,5.9272586371094,5.93089688189806,5.7047717796275,5.79631892671904,5.64861682087615,7.4677155223942,6.81072576387368,6.79556927532307,6.25415708639758,6.01351321791501,5.48752594400415,5.47684415502919,5.67664506225706,5.95262305282123,5.69950042043955,5.11446578544469,5.55354667278684
"GW101-3H11_contig_1_2591",4.27346667752564,3.72976421359164,3.87424272377522,4.23434805989495,3.98119644087399,4.25686416465977,5.72933114608925,5.21623310853322,5.26082560907717,4.03744974982004,4.49507150147497,1.38696872066301,4.4259883352553,4.07013453468147,4.30644310449896,4.51258539796779,4.37097399917715,4.33732410022471
"GW101-3H11_contig_1_2592",5.41523895000373,5.10943654213466,5.34023745781305,5.54299454610897,5.322619821603,5.67530438076632,5.72933114608925,6.25806856218484,6.16416962624479,5.37271649213579,5.55272917171393,5.48752594400415,5.2121554663176,4.90062331421369,4.49977453049855,4.56612831469816,4.68318024365217,5.11505176550571
"GW101-3H11_contig_1_2593",8.29195045488388,8.20644226919732,8.18663491804114,7.96145074815966,7.87116503319247,7.82836662076943,9.5782465700281,8.96985119750576,9.24661922913766,8.22144653940986,8.45558296278823,8.50500060785411,7.70580188438306,8.26356476327466,7.89505477129311,7.95949512878134,7.92518830414936,7.68951659708289
