"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"FW510-R12_contig_1_1",2417.77184957451,0.832396062660619,0.0985147195122262,1.63399103536222e-17,6.03464378544131e-17
"FW510-R12_contig_1_10",1156.37105223219,0.846148877139885,0.109425885375573,5.70153273663979e-15,1.8884182374494e-14
"FW510-R12_contig_1_100",31.0888112318181,-2.10745786990247,0.405331700466388,3.09900989465702e-08,7.1055869727493e-08
"FW510-R12_contig_1_1000",4153.64065582416,-0.282565900300969,0.0936700568778155,0.0023654492362375,0.00367407679757535
"FW510-R12_contig_1_1001",59.7308462323126,-0.572012383166071,0.243316333021261,0.0133559272565798,0.0188865755478507
"FW510-R12_contig_1_1002",66.5870920309641,-0.0312458807548774,0.251226766975531,0.894075060563934,0.909661155122101
"FW510-R12_contig_1_1003",332.840064396394,-0.830419964334648,0.138675536072322,1.15572363416312e-09,2.87587043849893e-09
"FW510-R12_contig_1_1004",75.0221424109166,-1.97304998209511,0.294508606495639,3.20526301387927e-12,9.22081637749286e-12
"FW510-R12_contig_1_1005",603.284596331727,-0.30259741554152,0.121780598840785,0.0118569440212655,0.0168721641558606
"FW510-R12_contig_1_1006",1020.21693025022,0.219200762156956,0.105428063131472,0.0361306422261307,0.0483247339774498
"FW510-R12_contig_1_1007",8814.37727365657,1.67932282911843,0.104289661808891,4.98468068136592e-59,7.50038671274278e-58
"FW510-R12_contig_1_1008",2658.23071637271,2.01214411616882,0.0999839815448884,6.59807606790756e-91,2.59344785852856e-89
"FW510-R12_contig_1_1009",1075.09238552661,-0.276364459541138,0.103215212208489,0.00688514885678322,0.0100996166779623
"FW510-R12_contig_1_101",23.5531035952361,-2.9700400318329,0.556983643561054,1.25899900897077e-08,2.96978823181593e-08
"FW510-R12_contig_1_1010",4875.36926009411,0.243668639623462,0.116664286325392,0.0332811906559275,0.0447622717900254
"FW510-R12_contig_1_1011",399.873684490587,0.0317356470509199,0.119717618624591,0.789563506159467,0.816044707734442
"FW510-R12_contig_1_1012",287.884211272544,0.663551382902493,0.148910186702998,5.60617543299061e-06,1.0917587344732e-05
"FW510-R12_contig_1_1013",3914.69497967698,-1.88956601550963,0.108345671019396,6.4390736908244e-69,1.27196471061824e-67
"FW510-R12_contig_1_1014",189.187801101692,-0.427472308754559,0.164288160451565,0.00774763387200841,0.0113130726592026
"FW510-R12_contig_1_1015",1564.84863202234,-0.930600597023802,0.105307353867827,4.70295919715838e-19,1.84290934155179e-18
"FW510-R12_contig_1_1016",306.400075790332,-0.242656132979935,0.148578608961366,0.0961650594554073,0.120503516272683
"FW510-R12_contig_1_1017",110.825328868167,0.941114774081791,0.19805836022696,9.35270598643658e-07,1.93483477227464e-06
"FW510-R12_contig_1_1018",42897.6418020103,-1.25902963203524,0.108404365919987,1.61664364804377e-31,9.931916000422e-31
"FW510-R12_contig_1_1019",1111.18973204278,0.0757444939466315,0.154702542617591,0.619558829372743,0.659812167747803
"FW510-R12_contig_1_102",15.0529374143008,-1.39263893560917,0.614458141928246,0.00469659487068508,0.00703940989956378
"FW510-R12_contig_1_1020",985.890406223028,-1.34647332586338,0.106215324067076,2.25440528262667e-37,1.67644192059419e-36
"FW510-R12_contig_1_1021",2496.86362569126,1.57707757068439,0.102439453968409,3.85855122296069e-54,4.8731604297851e-53
"FW510-R12_contig_1_1022",546.856349120907,0.903282583943138,0.118105319817145,1.02314188499083e-14,3.33712323538078e-14
"FW510-R12_contig_1_1023",2375.34239166882,2.09833228333503,0.125814877590521,2.66329316616312e-63,4.51938558416755e-62
"FW510-R12_contig_1_1024",1164.25567235268,0.992457029811763,0.106911295230077,7.34788953528713e-21,3.08323207951264e-20
"FW510-R12_contig_1_1025",349.221669442411,0.719047776985466,0.146240631989626,5.51108561183085e-07,1.16003834845751e-06
"FW510-R12_contig_1_1026",1350.91237008262,0.719488451302346,0.0949218195731912,2.2108321757767e-14,7.10861898254745e-14
"FW510-R12_contig_1_1027",1278.38984814903,-0.448209368486512,0.0950594676742295,2.00946019205083e-06,4.08898080284195e-06
"FW510-R12_contig_1_1028",996.153517982518,-1.09495886371855,0.111763357542039,4.34001792425319e-23,1.98077595310702e-22
"FW510-R12_contig_1_1029",1518.54474333185,-1.15536220341552,0.0919248643064167,1.09698017945155e-36,7.92789428001381e-36
"FW510-R12_contig_1_103",57.546031687092,-1.36699908301529,0.299440489737576,1.27883140103857e-06,2.63144153675244e-06
"FW510-R12_contig_1_1030",863.556186272969,-1.56983767618791,0.114369188327589,1.53542209381672e-43,1.39491648711839e-42
"FW510-R12_contig_1_1031",2331.75816371771,-0.890569780242291,0.0932567496567146,6.47642706319159e-22,2.80305584802404e-21
"FW510-R12_contig_1_1032",3102.32763785011,-0.343477518468522,0.097170496385925,0.000364574516400824,0.000612180051079326
"FW510-R12_contig_1_1033",38163.5349033991,-0.368030197481551,0.0953760711362845,0.000127410060996404,0.000223286421728001
"FW510-R12_contig_1_1034",2681.54491493175,-0.460146574057907,0.106962359714268,1.38867711246222e-05,2.6273007058961e-05
"FW510-R12_contig_1_1035",223.520746633974,0.468455192176997,0.166990314827358,0.00407530289219347,0.00614405743277074
"FW510-R12_contig_1_1036",92.3882197304419,0.778826891473494,0.227436199009803,0.00035119436376453,0.000591776329492987
"FW510-R12_contig_1_1037",2740.57317807172,-1.25977899213965,0.100818480995792,2.41032645425146e-36,1.71618807796241e-35
"FW510-R12_contig_1_1038",437.767006433401,-1.5189397071209,0.129658727489132,2.40713774024861e-32,1.53261067362606e-31
"FW510-R12_contig_1_1039",652.304003553378,-2.22309621283016,0.123985596050942,9.62559717500456e-73,2.22022756395913e-71
"FW510-R12_contig_1_104",16.6076256430684,-0.433206610737975,0.435391680812797,0.23805445093082,0.279058352095411
"FW510-R12_contig_1_1040",304.052010764317,-2.5571080125949,0.161926082205642,4.40843855610609e-57,6.15264685439155e-56
"FW510-R12_contig_1_1041",332.541977241985,-2.4247475641329,0.161237661006858,4.94067732191494e-52,5.80228324512694e-51
"FW510-R12_contig_1_1042",332.537137647369,-2.07169003705383,0.148058019997963,2.77685038949923e-45,2.6674383292646e-44
